bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
931531,617674,0000-00-00,Senate,On Passage of the Bill S. 89,85,12,3,0,100
931572,593786,2017-02-27,House,On motion to suspend the rules and pass the bill RC# 100,415,1,14,0,430
931609,691091,2018-01-30,House,On motion that the House agree with an amendment to the Senate amendments RC# 49,250,166,14,0,430
931609,697942,2018-02-08,Senate,Cloture on the motion to concur in the House amendment to the Senate amendment to H.R. 695 RC# 29,55,44,1,0,100
931609,781225,2018-12-20,House,On motion that the House agree with an amendment to the Senate amendment to the House amendment to the Senate RC# 472,217,185,31,0,433
931609,781267,2018-12-21,Senate,Motion to proceed to consideration of the House message to accompany H.R. 695 RC# 274,47,47,6,0,100
931628,755335,2018-05-22,House,On passage RC# 214,250,169,8,0,427
931628,755336,2018-05-22,House,On motion to recommit with instructions RC# 213,187,231,9,0,427
931633,635821,2017-05-01,House,"On motion to suspend the rules and pass the bill, as amended RC# 239",407,0,23,0,430
931636,579045,2017-02-06,House,On motion to suspend the rules and pass the bill RC# 79,409,1,22,0,432
931662,604364,2017-03-15,House,On motion to suspend the rules and pass the bill RC# 160,408,0,21,0,429
936393,608496,0000-00-00,Senate,On the Joint Resolution H.J.Res. 69,52,47,1,0,100
937963,579119,2017-02-07,House,On passage RC# 83,234,186,12,0,432
937963,599322,2017-03-07,Senate,Passed Senate without amendment RC# 82,51,48,1,0,100
937965,576752,2017-02-03,House,On passage RC# 78,221,191,20,0,432
937965,642422,2017-05-10,Senate,Motion to proceed to consideration of measure rejected in Senate RC# 125,49,51,0,0,100
937970,601372,2017-03-10,House,On passage RC# 158,230,188,11,0,429
937970,601374,2017-03-10,House,On motion to recommit with instructions RC# 157,186,232,11,0,429
937970,601375,2017-03-10,House,On agreeing to the Jeffries amendment (A004) H.Amdt.79 RC# 156,189,229,11,0,429
937970,601376,2017-03-10,House,On agreeing to the Conyers amendment (A003) H.Amdt.78 RC# 155,190,227,12,0,429
937970,601377,2017-03-10,House,On agreeing to the Jackson Lee amendment (A002) H.Amdt.77 RC# 154,185,225,19,0,429
937970,601378,2017-03-10,House,On agreeing to the Soto amendment (A001) H.Amdt.76 RC# 153,181,225,23,0,429
937974,585166,2017-02-15,House,On passage RC# 97,236,189,6,0,431
937974,603451,2017-03-14,Senate,Passed Senate without amendment RC# 87,51,48,1,0,100
937990,574783,2017-02-01,House,On passage RC# 73,228,194,10,0,432
937990,574785,2017-02-01,Senate,Motion to proceed to consideration of measure RC# 42,56,42,2,0,100
937990,575979,2017-02-02,Senate,Passed Senate without amendment RC# 43,54,45,1,0,100
937993,586575,2017-02-16,House,On passage RC# 99,230,188,12,0,430
937993,616235,2017-03-30,Senate,Passed Senate without amendment RC# 101,50,50,0,0,100
937993,616236,2017-03-30,Senate,Motion to proceed to consideration of measure RC# 100,50,50,0,0,100
938000,598263,0000-00-00,Senate,On the Joint Resolution H.J.Res. 37,49,48,3,0,100
938031,608568,0000-00-00,Senate,On the Joint Resolution H.J.Res. 69,52,47,1,0,100
938044,574720,2017-02-01,House,On agreeing to the resolution RC# 71,231,191,10,0,432
938044,574722,2017-02-01,House,On ordering the previous question RC# 70,231,191,10,0,432
938048,600815,2017-03-09,House,On passage RC# 152,224,194,11,0,429
938048,600817,2017-03-09,House,On motion to recommit with instructions RC# 151,187,233,9,0,429
938048,600818,2017-03-09,House,On agreeing to the Cartwright amendment (A002) H.Amdt.67 RC# 150,187,229,13,0,429
938048,600819,2017-03-09,House,On agreeing to the Soto amendment (A001) H.Amdt.66 RC# 149,189,233,7,0,429
938054,573802,2017-01-31,House,On agreeing to the resolution RC# 69,236,186,10,0,432
938054,573804,2017-01-31,House,On ordering the previous question RC# 68,236,183,13,0,432
938059,678337,2017-10-24,House,On passage RC# 580,238,183,11,0,432
938059,678338,2017-10-24,House,On agreeing to the Conyers amendment (A006) H.Amdt.462 RC# 579,191,229,12,0,432
938059,678339,2017-10-24,House,On agreeing to the Cicilline amendment (A005) H.Amdt.461 RC# 578,189,231,12,0,432
938059,678340,2017-10-24,House,On agreeing to the Jackson Lee amendment (A004) H.Amdt.460 RC# 577,185,234,13,0,432
938059,678341,2017-10-24,House,On agreeing to the Johnson (GA) amendment (A003) H.Amdt.459 RC# 576,183,235,14,0,432
938059,678342,2017-10-24,House,On agreeing to the Cohen amendment (A002) H.Amdt.458 RC# 575,187,233,12,0,432
938068,645775,0000-00-00,Senate,On the Motion to Proceed H.J.Res. 36,49,51,0,0,100
938080,575861,2017-02-02,House,On passage RC# 76,236,187,9,0,432
938080,596723,2017-03-02,Senate,Motion to proceed to consideration of measure RC# 80,51,46,3,0,100
938080,598296,2017-03-06,Senate,Passed Senate without amendment RC# 81,49,48,3,0,100
938083,575870,2017-02-02,House,On passage RC# 77,235,180,17,0,432
938083,585399,2017-02-15,Senate,Passed Senate without amendment RC# 66,57,43,0,0,100
938089,574746,2017-02-01,House,On passage RC# 72,235,187,10,0,432
938089,576012,2017-02-02,Senate,Motion to proceed to consideration of measure RC# 50,52,48,0,0,100
938089,576749,2017-02-03,Senate,Passed Senate without amendment RC# 51,52,47,1,0,100
940216,695907,2018-02-06,House,On passage RC# 56,266,157,7,0,430
940236,575872,2017-02-02,House,On agreeing to the resolution RC# 75,232,190,10,0,432
940236,575874,2017-02-02,House,On ordering the previous question RC# 74,230,188,14,0,432
940236,598340,0000-00-00,Senate,On the Joint Resolution H.J.Res. 37,49,48,3,0,100
940236,645739,0000-00-00,Senate,On the Motion to Proceed H.J.Res. 36,49,51,0,0,100
940349,781231,2018-12-20,House,On motion that the House suspend the rules and agree to the Senate amendment RC# 462,386,6,40,0,432
942338,608499,0000-00-00,Senate,On the Joint Resolution H.J.Res. 69,52,47,1,0,100
942351,579880,2017-02-07,House,On passage RC# 85,240,181,11,0,432
942351,599930,2017-03-08,Senate,Passed Senate without amendment RC# 83,59,40,1,0,100
942386,672826,2017-07-18,House,On passage RC# 391,229,199,5,0,433
942386,672827,2017-07-18,House,On motion to recommit with instructions RC# 390,191,235,7,0,433
942386,672828,2017-07-18,House,On agreeing to the McNerney amendment (A005) H.Amdt.202 RC# 389,190,236,7,0,433
942386,672829,2017-07-18,House,On agreeing to the Polis amendment (A004) H.Amdt.201 RC# 388,186,242,5,0,433
942386,672830,2017-07-18,House,On agreeing to the Beyer amendment (A003) H.Amdt.200 RC# 387,191,235,7,0,433
942386,672831,2017-07-18,House,On agreeing to the Tonko amendment (A002) H.Amdt.199 RC# 386,182,241,10,0,433
942386,672832,2017-07-18,House,On agreeing to the Castor (FL) amendment (A001) H.Amdt.198 RC# 385,194,232,7,0,433
942392,579604,2017-02-07,House,On passage RC# 84,234,190,8,0,432
942392,600761,2017-03-09,Senate,Passed Senate without amendment RC# 84,50,49,1,0,100
942502,679611,0000-00-00,Senate,On Passage of the Bill H.R. 1,51,49,0,0,100
944650,724681,2018-03-19,House,On motion to suspend the rules and pass the bill RC# 115,385,3,41,0,429
945845,593825,2017-02-27,House,On motion to suspend the rules and pass the bill RC# 102,369,42,19,0,430
946048,678694,2017-11-02,House,On passage RC# 604,307,111,14,0,432
947660,675540,0000-00-00,Senate,On Cloture on the Motion to Proceed H.R. 2810,89,3,8,0,100
947660,676360,0000-00-00,Senate,On the Cloture Motion S.Amdt. 1003 to H.R. 2810 (National Defense Authorization Act for Fiscal Year 2018),84,9,7,0,100
947851,633766,2017-04-25,House,"On motion to suspend the rules and pass the bill, as amended RC# 223",409,0,21,0,430
947878,579156,2017-02-07,House,On agreeing to the resolution RC# 82,233,186,13,0,432
947878,579158,2017-02-07,House,On ordering the previous question RC# 81,234,187,11,0,432
947878,599971,0000-00-00,Senate,On the Joint Resolution H.J.Res. 58,59,40,1,0,100
947883,617729,2017-04-03,House,"On motion to suspend the rules and agree to the resolution, as amended RC# 209",398,3,28,0,429
950379,586564,2017-02-16,House,On passage RC# 98,225,193,12,0,430
950379,608603,2017-03-21,Senate,Passed Senate without amendment RC# 92,52,47,1,0,100
950594,635786,2017-05-01,House,"On motion to suspend the rules and pass the bill, as amended RC# 237",405,2,23,0,430
950684,585369,2017-02-15,House,On passage RC# 95,234,191,6,0,431
950684,616115,2017-03-30,Senate,Passed Senate without amendment RC# 99,50,49,1,0,100
950734,675381,0000-00-00,Senate,On Cloture on the Motion to Proceed H.R. 2810,89,3,8,0,100
950734,676322,0000-00-00,Senate,On the Cloture Motion S.Amdt. 1003 to H.R. 2810 (National Defense Authorization Act for Fiscal Year 2018),84,9,7,0,100
950743,649463,2017-05-24,House,On passage RC# 282,256,165,9,0,430
950743,649464,2017-05-24,House,On motion to recommit with instructions RC# 281,183,230,17,0,430
950743,649465,2017-05-24,House,On agreeing to the Huffman amendment (A002) H.Amdt.119 RC# 280,189,230,11,0,430
950743,649466,2017-05-24,House,On agreeing to the Esty (CT) amendment (A001) H.Amdt.118 RC# 279,191,229,10,0,430
950754,585363,2017-02-15,House,On passage RC# 96,231,193,7,0,431
950754,637774,2017-05-03,Senate,Passed Senate without amendment RC# 120,50,49,1,0,100
950754,637775,2017-05-03,Senate,Motion to proceed to consideration of measure RC# 119,51,48,1,0,100
950760,583349,2017-02-13,House,On motion to suspend the rules and pass the bill RC# 87,407,0,24,0,431
950804,677469,2017-10-02,House,"On motion to suspend the rules and pass the bill, as amended RC# 545",401,0,32,0,433
950838,583988,2017-02-14,House,On agreeing to the resolution RC# 89,225,187,19,0,431
950838,583990,2017-02-14,House,On ordering the previous question RC# 88,225,189,17,0,431
950838,604180,0000-00-00,Senate,On the Joint Resolution H.J.Res. 42,51,48,1,0,100
956972,594943,2017-02-28,House,On agreeing to the Krishnamoorthi amendment (A007) H.Amdt.51 RC# 108,192,230,8,0,430
956972,594944,2017-02-28,House,On agreeing to the Krishnamoorthi amendment (A006) H.Amdt.50 RC# 107,189,234,7,0,430
956972,594945,2017-02-28,House,On agreeing to the Plaskett amendment (A004) H.Amdt.48 RC# 106,181,243,6,0,430
956972,594946,2017-02-28,House,On agreeing to the DeSaulnier amendment (A002) H.Amdt.46 RC# 105,348,75,7,0,430
956972,595908,2017-03-01,House,On passage RC# 114,240,185,4,0,429
956972,595910,2017-03-01,House,On motion to recommit with instructions RC# 113,190,235,4,0,429
956972,595911,2017-03-01,House,On agreeing to the Cummings amendment (A012) H.Amdt.56 RC# 112,194,231,4,0,429
956972,595912,2017-03-01,House,On agreeing to the Moore amendment (A011) H.Amdt.55 RC# 111,197,229,3,0,429
956972,595913,2017-03-01,House,On agreeing to the Raskin amendment (A010) H.Amdt.54 RC# 110,189,231,9,0,429
956972,595914,2017-03-01,House,On agreeing to the Bonamici amendment (A008) H.Amdt.52 RC# 109,191,235,3,0,429
957014,600749,2017-03-09,House,On passage RC# 148,220,201,8,0,429
957014,600751,2017-03-09,House,On motion to recommit with instructions RC# 147,188,234,7,0,429
957014,600752,2017-03-09,House,On agreeing to the Espaillat amendment (A008) H.Amdt.75 RC# 146,193,228,8,0,429
957014,600753,2017-03-09,House,On agreeing to the Jackson Lee amendment (A007) H.Amdt.74 RC# 145,193,229,7,0,429
957014,600754,2017-03-09,House,On agreeing to the Conyers amendment (A006) H.Amdt.73 RC# 144,191,230,8,0,429
957014,600755,2017-03-09,House,On agreeing to the Johnson (GA) amendment (A005) H.Amdt.72 RC# 143,190,230,9,0,429
957014,600756,2017-03-09,House,On agreeing to the Soto amendment (A004) H.Amdt.71 RC# 142,192,230,7,0,429
957014,600757,2017-03-09,House,On agreeing to the Deutch amendment (A003) H.Amdt.70 RC# 141,189,228,12,0,429
957014,600758,2017-03-09,House,On agreeing to the Deutch amendment (A002) H.Amdt.69 RC# 140,182,227,20,0,429
959949,583994,2017-02-14,House,On agreeing to the resolution RC# 91,227,188,16,0,431
959949,583996,2017-02-14,House,On ordering the previous question RC# 90,227,188,16,0,431
959954,596743,2017-03-02,House,On passage RC# 126,246,176,7,0,429
959954,596745,2017-03-02,House,On motion to recommit with instructions RC# 125,189,232,8,0,429
959954,596746,2017-03-02,House,On agreeing to the Jackson Lee amendment (A003) H.Amdt.65 RC# 124,189,232,8,0,429
959954,596747,2017-03-02,House,On agreeing to the Farenthold amendment (A002) H.Amdt.64 RC# 123,263,145,21,0,429
959954,596748,2017-03-02,House,On agreeing to the Jackson Lee amendment (A001) H.Amdt.63 RC# 122,180,234,15,0,429
959968,595898,2017-03-01,House,On passage RC# 120,241,184,4,0,429
959968,595900,2017-03-01,House,On motion to recommit with instructions RC# 119,193,234,2,0,429
959968,595901,2017-03-01,House,On agreeing to the Connolly amendment (A006) H.Amdt.62 RC# 118,188,234,7,0,429
959968,595902,2017-03-01,House,On agreeing to the Young (IA) amendment (A003) H.Amdt.59 RC# 117,265,158,6,0,429
960007,679620,0000-00-00,Senate,On Passage of the Bill H.R. 1,51,49,0,0,100
961628,647089,2017-05-19,House,On passage RC# 268,229,177,24,0,430
961628,647090,2017-05-19,House,On agreeing to the Jackson Lee amendment (A001) H.Amdt.117 RC# 267,178,229,23,0,430
961641,585419,2017-02-15,House,On agreeing to the resolution RC# 94,233,188,10,0,431
961641,585421,2017-02-15,House,On ordering the previous question RC# 93,233,190,8,0,431
961641,608547,0000-00-00,Senate,On the Joint Resolution H.J.Res. 69,52,47,1,0,100
961659,770067,2018-07-18,House,"On motion to suspend the rules and pass the bill, as amended RC# 338",414,0,14,0,428
963806,702786,2018-02-14,House,"On motion to suspend the rules and agree to the resolution, as amended RC# 75",411,0,19,0,430
963811,678760,2017-11-06,House,On motion to suspend the rules and pass the bill RC# 608,399,0,33,0,432
963854,679592,0000-00-00,Senate,On Passage of the Bill H.R. 1,51,49,0,0,100
965737,697841,2018-02-08,House,On passage RC# 64,280,131,19,0,430
965759,645851,2017-05-17,House,On motion to suspend the rules and pass the bill RC# 262,418,1,11,0,430
965764,610317,2017-03-22,House,On passage RC# 186,236,175,18,0,429
965764,610319,2017-03-22,House,On motion to recommit with instructions RC# 185,179,233,17,0,429
965796,672794,2017-07-17,House,"On motion to suspend the rules and pass the resolution, as amended RC# 381",399,5,29,0,433
965804,681238,2017-12-20,House,"On motion to suspend the rules and pass the bill, as amended RC# 700",411,0,20,0,431
965821,605319,2017-03-16,House,On passage RC# 169,240,175,14,0,429
965823,675359,0000-00-00,Senate,On Cloture on the Motion to Proceed H.R. 2810,89,3,8,0,100
965823,676290,0000-00-00,Senate,On the Cloture Motion S.Amdt. 1003 to H.R. 2810 (National Defense Authorization Act for Fiscal Year 2018),84,9,7,0,100
965826,675455,0000-00-00,Senate,On Cloture on the Motion to Proceed H.R. 2810,89,3,8,0,100
965826,676156,0000-00-00,Senate,On the Cloture Motion S.Amdt. 1003 to H.R. 2810 (National Defense Authorization Act for Fiscal Year 2018),84,9,7,0,100
965850,637197,2017-05-02,House,On passage RC# 244,229,197,4,0,430
965850,637198,2017-05-02,House,On motion to recommit with instructions RC# 243,192,234,4,0,430
965870,719919,2018-03-08,House,On passage RC# 101,215,189,26,0,430
965870,719920,2018-03-08,House,On motion to recommit with instructions RC# 100,181,225,24,0,430
965883,612943,2017-03-27,House,"On motion to suspend the rules and pass the bill, as amended RC# 195",408,0,21,0,429
965887,722917,2018-03-14,House,On passage RC# 108,247,169,14,0,430
965887,722918,2018-03-14,House,On motion to recommit with instructions RC# 107,182,232,16,0,430
965920,675427,0000-00-00,Senate,On Cloture on the Motion to Proceed H.R. 2810,89,3,8,0,100
965920,676130,0000-00-00,Senate,On the Cloture Motion S.Amdt. 1003 to H.R. 2810 (National Defense Authorization Act for Fiscal Year 2018),84,9,7,0,100
966106,603506,0000-00-00,Senate,On the Joint Resolution H.J.Res. 42,51,48,1,0,100
966133,679609,0000-00-00,Senate,On Passage of the Bill H.R. 1,51,49,0,0,100
969713,595838,2017-03-01,House,On passage RC# 121,231,191,7,0,429
969713,610164,2017-03-22,Senate,Passed Senate without amendment RC# 93,50,48,2,0,100
976602,671411,2017-06-28,House,On passage RC# 337,218,210,6,0,434
976602,671412,2017-06-28,House,On motion to recommit with instructions RC# 336,191,235,7,0,433
976602,671413,2017-06-28,House,On agreeing to the Barr amendment (A005) H.Amdt.153 RC# 335,116,310,7,0,433
976602,671414,2017-06-28,House,On agreeing to the Hudson amendment (A004) H.Amdt.152 RC# 334,222,197,14,0,433
977686,710689,2018-02-26,House,"On motion to suspend the rules and pass the bill, as amended RC# 81",394,7,29,0,430
977686,781164,2018-12-19,House,On motion that the House suspend the rules and agree to the Senate amendment RC# 436,355,7,70,0,432
977694,621042,2017-04-06,House,On passage RC# 221,417,3,9,0,429
977720,595005,2017-02-28,House,On agreeing to the resolution RC# 104,225,188,17,0,430
977720,595007,2017-02-28,House,On ordering the previous question RC# 103,224,191,15,0,430
977720,610187,0000-00-00,Senate,On the Joint Resolution H.J.Res. 83,50,48,2,0,100
978914,595865,2017-03-01,House,On agreeing to the resolution RC# 116,234,180,15,0,429
978914,595867,2017-03-01,House,On ordering the previous question RC# 115,233,189,7,0,429
978946,608105,2017-03-20,House,"On motion to suspend the rules and pass the bill, as amended RC# 175",407,1,21,0,429
978947,610169,2017-03-22,House,On motion to suspend the rules and pass the bill RC# 187,406,6,17,0,429
978951,607897,2017-03-20,House,"On motion to suspend the rules and pass the bill, as amended RC# 174",409,0,20,0,429
978964,605453,2017-03-16,House,On passage RC# 168,237,178,14,0,429
978964,605455,2017-03-16,House,On motion to recommit with instructions RC# 167,189,229,11,0,429
978964,605456,2017-03-16,House,On agreeing to the Takano amendment (A007) H.Amdt.87 RC# 166,183,232,14,0,429
978964,605457,2017-03-16,House,On agreeing to the Walz amendment (A002) H.Amdt.82 RC# 165,194,223,12,0,429
980652,608092,2017-03-20,House,On motion to suspend the rules and pass the bill RC# 173,408,0,21,0,429
980659,608490,2017-03-21,House,On motion to suspend the rules and pass the bill RC# 181,415,0,14,0,429
980670,770007,2018-07-17,House,"On motion to suspend the rules and pass the bill, as amended RC# 333",406,4,18,0,428
982101,678282,2017-10-23,House,On motion to suspend the rules and pass the bill RC# 570,401,2,29,0,432
982116,599938,2017-03-08,House,On passage RC# 136,371,48,10,0,429
982119,600256,0000-00-00,Senate,On the Joint Resolution H.J.Res. 58,59,40,1,0,100
982130,620175,2017-04-05,House,On passage RC# 220,400,16,13,0,429
982151,781266,2018-12-21,House,On motion to suspend the rules and pass the bill RC# 493,361,10,61,0,432
982155,634787,2017-04-27,House,On motion to suspend the rules and pass the bill RC# 231,417,3,10,0,430
982178,618641,2017-04-04,House,On passage RC# 216,331,87,11,0,429
982178,618642,2017-04-04,House,On motion to recommit with instructions RC# 215,185,228,16,0,429
982180,608798,2017-03-21,House,On motion to suspend the rules and pass the bill RC# 178,414,2,13,0,429
982200,610130,0000-00-00,Senate,On the Joint Resolution H.J.Res. 83,50,48,2,0,100
982204,635792,2017-05-01,House,"On motion to suspend the rules and pass the bill, as amended RC# 238",406,0,24,0,430
984899,611679,2017-03-24,House,"On motion to suspend the rules and pass the bill, as amended RC# 193",424,0,5,0,429
984910,681244,2017-12-21,House,On motion that the House agree with an amendment to the RC# 708,231,188,13,0,432
984910,681245,2017-12-21,Senate,"Senate agreed, having achieved 60 votes in the affirmative, to the House amendment to the Senate amendment to H.R. 1370 RC# 325",66,32,2,0,100
984910,681246,2017-12-21,Senate,Motion to waive all applicable budgetary discipline with respect to the measure (the motion to concur in the House amendment to the Senate amendment) RC# 324,91,8,1,0,100
984914,599414,2017-03-07,House,On motion to suspend the rules and pass the bill RC# 127,411,2,16,0,429
984918,690071,2018-01-29,House,"On motion to suspend the rules and pass the bill, as amended RC# 45",406,3,21,0,430
984925,606056,2017-03-17,House,On passage RC# 171,412,0,17,0,429
984925,606058,2017-03-17,House,On agreeing to the Hanabusa amendment (A011) H.Amdt.98 RC# 170,400,8,21,0,429
986100,600004,2017-03-08,House,On agreeing to the resolution RC# 130,235,185,9,0,429
986100,600006,2017-03-08,House,On ordering the previous question RC# 129,230,184,15,0,429
986117,600013,2017-03-08,House,On agreeing to the resolution RC# 133,233,185,11,0,429
986117,600015,2017-03-08,House,On ordering the previous question RC# 131,232,189,8,0,429
986171,611286,2017-03-23,Senate,On the Joint Resolution S.J.Res. 34,50,48,2,0,100
986171,614206,2017-03-28,House,On Passage,215,205,9,0,429
986172,672211,2017-07-11,House,On motion to suspend the rules and pass the bill RC# 345,406,0,26,0,432
988054,615031,2017-03-29,House,On passage RC# 206,228,194,7,0,429
988054,615032,2017-03-29,House,On motion to recommit with instructions RC# 205,189,232,8,0,429
988060,677883,2017-10-12,House,On passage RC# 568,420,0,13,0,433
988060,677884,2017-10-12,House,On motion to recommit with instructions RC# 567,190,232,11,0,433
988072,616064,2017-03-30,House,On passage RC# 208,229,193,7,0,429
988072,616065,2017-03-30,House,On motion to recommit with instructions RC# 207,189,233,7,0,429
988077,600772,2017-03-09,House,On agreeing to the resolution RC# 139,233,184,12,0,429
988077,600774,2017-03-09,House,On ordering the previous question RC# 138,233,186,10,0,429
989568,632266,2017-04-25,House,"On Motion to Suspend the Rules and Agree, as Amended",411,2,16,0,429
989580,690888,2018-01-29,House,"On motion to suspend the rules and pass the bill, as amended RC# 46",397,8,25,0,430
991270,671415,2017-06-28,House,On motion to suspend the rules and pass the bill RC# 338,423,0,10,0,433
991285,672453,2017-07-12,House,On motion to suspend the rules and pass the bill RC# 349,416,2,15,0,433
993165,605381,2017-03-16,House,On agreeing to the resolution RC# 163,229,187,13,0,429
993165,605383,2017-03-16,House,On ordering the previous question RC# 162,227,185,17,0,429
993189,678315,0000-00-00,Senate,On the Motion (Motion to Concur in the House Amendment to the Senate Amendment to H.R. 2266),82,17,1,0,100
993200,677474,2017-10-02,House,On motion to suspend the rules and pass the bill RC# 544,401,0,32,0,433
993216,679610,0000-00-00,Senate,On Passage of the Bill H.R. 1,51,49,0,0,100
993229,679618,0000-00-00,Senate,On Passage of the Bill H.R. 1,51,49,0,0,100
994383,675320,0000-00-00,Senate,On Cloture on the Motion to Proceed H.R. 2810,89,3,8,0,100
994383,676239,0000-00-00,Senate,On the Cloture Motion S.Amdt. 1003 to H.R. 2810 (National Defense Authorization Act for Fiscal Year 2018),84,9,7,0,100
994411,645182,2017-05-16,House,"On motion to suspend the rules and pass the bill, as amended RC# 258",408,3,19,0,430
995733,608998,2017-03-21,House,On agreeing to the resolution RC# 180,233,186,10,0,429
995733,609000,2017-03-21,House,On ordering the previous question RC# 179,233,186,10,0,429
995739,680709,2017-12-13,House,On passage RC# 680,289,135,7,0,431
995740,608630,2017-03-21,House,On agreeing to the resolution RC# 177,234,182,13,0,429
995740,608632,2017-03-21,House,On ordering the previous question RC# 176,231,185,13,0,429
995744,675353,0000-00-00,Senate,On Cloture on the Motion to Proceed H.R. 2810,89,3,8,0,100
995744,676240,0000-00-00,Senate,On the Cloture Motion S.Amdt. 1003 to H.R. 2810 (National Defense Authorization Act for Fiscal Year 2018),84,9,7,0,100
995747,675388,0000-00-00,Senate,On Cloture on the Motion to Proceed H.R. 2810,89,3,8,0,100
995747,676329,0000-00-00,Senate,On the Cloture Motion S.Amdt. 1003 to H.R. 2810 (National Defense Authorization Act for Fiscal Year 2018),84,9,7,0,100
995750,727792,2018-03-22,House,On motion that the House agree with an amendment to the Senate amendment. RC# 127,256,167,7,0,430
995750,727793,2018-03-23,Senate,Senate agreed to the House amendment to the Senate amendment to H.R. 1625 RC# 63,65,32,3,0,100
995750,727794,2018-03-23,Senate,Cloture on the motion to concur in the House amendment to the Senate amendment to H.R. 1625 RC# 62,67,30,3,0,100
995751,638739,2017-05-04,House,On Passage,217,213,1,0,431
995751,673097,2017-07-25,Senate,On the Motion to Proceed H.R. 1628,50,50,0,0,100
995751,673101,2017-07-25,Senate,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Amdt. No 270),43,57,0,0,100
995751,673112,2017-07-26,Senate,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Heller Amdt. No. 288),10,90,0,0,100
995751,673113,2017-07-26,Senate,On the Motion (Casey Motion to Commit H.R. 1628 with Instructions),48,51,1,0,100
995751,673114,2017-07-26,Senate,On the Motion (Donnelly Motion to Commit H.R. 1628 with Instructions),48,52,0,0,100
995751,673115,2017-07-26,Senate,On the Amendment S.Amdt. 271 to S.Amdt. 267 to H.R. 1628 (American Health Care Act of 2017),45,55,0,0,100
995751,673204,2017-07-28,Senate,On the Amendment S.Amdt. 667 to S.Amdt. 267 to H.R. 1628 (American Health Care Act of 2017),49,51,0,0,100
995751,673205,2017-07-28,Senate,"On the Motion (Murray Motion to Commit H.R. 1628 to the Committee on Health, Education, Labor and Pensions, with Instructions)",48,52,0,0,100
995751,673206,2017-07-27,Senate,On the Amendment S.Amdt. 502 to S.Amdt. 267 to H.R. 1628 (American Health Care Act of 2017),52,48,0,0,100
995751,673207,2017-07-27,Senate,On the Motion (Schumer Motion to Commit H.R. 1628 with Instructions),43,57,0,0,100
995751,673208,2017-07-27,Senate,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Strange Amdt. No. 389),50,50,0,0,100
995751,673209,2017-07-27,Senate,On the Amendment S.Amdt. 340 to S.Amdt. 267 to H.R. 1628 (American Health Care Act of 2017),0,57,43,0,100
