type_id,type,sast_bill_number,sast_bill_id,bill_id
8,Related,HB5376,1524543,1597853
8,Related,SCR45,1630342,1597853
8,Related,HB7721,1619989,1597853
8,Related,HB7783,1620942,1597853
8,Related,HB8684,1627996,1597853
8,Related,SB4186,1619973,1597853
8,Related,SB4535,1626763,1597853
8,Related,SB4729,1627744,1597853
8,Related,SB4785,1627893,1597853
8,Related,SB4958,1629874,1597853
8,Related,SB3717,1600042,1597835
8,Related,SB3722,1600078,1597835
1,Same As,SB171,1434982,1434911
8,Related,HB6858,1598805,1434911
8,Related,HB6884,1600053,1434911
8,Related,SB3714,1598937,1434911
8,Related,SB3752,1602385,1434911
8,Related,HB3967,1516834,1597861
8,Related,SB4530,1626744,1597868
8,Related,HB4947,1521230,1597874
8,Related,HB4350,1518444,1597846
8,Related,HB6422,1564499,1597846
8,Related,SB2986,1525606,1597846
8,Related,HR1361,1629308,1597846
1,Same As,SB175,1434881,1434936
8,Related,HB543,1429523,1598805
8,Related,HB684,1434911,1598805
8,Related,HB1575,1472877,1598805
8,Related,HB6235,1537956,1598805
8,Related,SB76,1429212,1598805
8,Related,SB171,1434982,1598805
8,Related,SB3752,1602385,1598805
8,Related,SB3417,1541697,1599033
8,Related,HB1594,1472825,1599013
8,Related,HB628,1429376,1598915
8,Related,HB5114,1522510,1598915
8,Related,HB6831,1597843,1598915
8,Related,HB6882,1600031,1598915
8,Related,HB4996,1521529,1598915
8,Related,SB2045,1516002,1599045
1,Same As,SB33,1420107,1434886
1,Same As,SB3707,1598843,1599067
8,Related,HB4357,1518489,1598969
1,Same As,SB3142,1531981,1599118
8,Related,HB5746,1528150,1599118
8,Related,HB6742,1591455,1599002
8,Related,SB3652,1591410,1599002
8,Related,HB7611,1617548,1599002
8,Related,SB5027,1630415,1600105
8,Related,HR1499,1637996,1600105
1,Same As,SB155,1434917,1434977
8,Related,SB1449,1505242,1600027
8,Related,HB6865,1598915,1600031
1,Same As,SB3714,1598937,1600053
8,Related,HB684,1434911,1600053
8,Related,SB171,1434982,1600053
8,Related,HB7667,1619184,1600072
8,Related,SB4325,1622986,1600099
8,Related,HR1396,1630097,1600099
8,Related,HB3294,1510219,1601306
8,Related,SB1945,1513003,1601306
8,Related,HB8803,1628801,1601306
1,Same As,SB3739,1601243,1601277
8,Related,SB4581,1627071,1601283
8,Related,HB8474,1627047,1601283
8,Related,HB8872,1629233,1601283
8,Related,SB4079,1616904,1601287
1,Same As,SB623,1477219,1393271
1,Same As,SB3741,1601247,1601308
8,Related,HB5819,1532000,1602398
8,Related,SB4154,1619065,1602398
8,Related,HB3425,1511329,1602360
8,Related,SB948,1487994,1602360
1,Same As,SB3546,1579611,1602360
8,Related,HB3684,1514715,1602430
8,Related,HB7009,1605438,1602417
8,Related,SB3753,1602403,1602433
8,Related,HB6969,1604862,1602394
8,Related,HB230,1395410,1602332
8,Related,HB459,1422224,1602332
8,Related,HB7135,1608996,1602332
8,Related,HB6921,1602368,1602368
8,Related,SB1758,1511309,1602368
1,Same As,SB3760,1602439,1602330
1,Same As,SB3928,1610959,1602391
1,Same As,SB3565,1581533,1602471
8,Related,HB9087,1630429,1602455
1,Same As,SB3758,1602477,1602484
8,Related,SB3766,1604148,1602427
8,Related,HR1254,1627288,1602427
1,Same As,SB3744,1602374,1602467
8,Related,HR1254,1627288,1602355
8,Related,SB3748,1602465,1602442
8,Related,HB3684,1514715,1434878
2,Similar To,HR504,1518042,1434878
1,Same As,SB3635,1588073,1604167
8,Related,HB1910,1483704,1604162
8,Related,HB6713,1588986,1604162
8,Related,HB6960,1604171,1604165
1,Same As,SB3767,1604152,1604173
1,Same As,SB145,1433323,1434880
1,Same As,SB3757,1602364,1604182
8,Related,HB7194,1611009,1604178
8,Related,SB3889,1609996,1604178
8,Related,SB3754,1602351,1604164
1,Same As,SB147,1434909,1434921
8,Related,HB1575,1472877,1604171
8,Related,HB6235,1537956,1604171
8,Related,HB6947,1604165,1604171
8,Related,HB7686,1619189,1604191
1,Same As,SB3773,1604749,1604166
8,Related,SB1947,1512919,1604185
8,Related,SB3375,1537919,1604185
8,Related,HB7820,1621463,1604185
8,Related,HR1396,1630097,1604883
8,Related,SB3423,1541701,1604883
8,Related,HR972,1605459,1604857
2,Similar To,HR973,1605456,1604857
8,Related,HB8120,1625059,1604857
8,Related,HB6919,1602394,1604862
1,Same As,SB178,1434925,1434940
8,Related,HB5416,1524799,1604853
8,Related,SB4215,1620427,1604853
8,Related,SB4351,1623935,1604850
8,Related,HB7488,1614797,1604855
8,Related,HB5376,1524543,1434934
8,Related,SB3799,1606124,1604879
8,Related,HB7667,1619184,1604879
1,Same As,SB4921,1629711,1604845
1,Same As,SB3698,1593616,1604858
8,Related,HB4350,1518444,1604886
8,Related,HB5957,1533234,1604886
8,Related,HB7667,1619184,1604871
1,Same As,SB3788,1604769,1604856
8,Related,HB922,1441759,1604887
8,Related,SB4937,1629731,1604887
8,Related,HB9059,1630337,1604887
1,Same As,SB3776,1604725,1604880
8,Related,HB1620,1475878,1604866
8,Related,SB3777,1604731,1604866
1,Same As,SB3730,1601259,1604860
1,Same As,SB205,1436552,1429347
8,Related,HR303,1496096,1429347
8,Related,HB2242,1489121,1429347
1,Same As,HB2490,1496076,1429347
8,Related,HB4934,1520656,1429347
8,Related,SB2591,1520640,1429347
1,Same As,SB3574,1583122,1434885
8,Related,SB2293,1517761,1604859
8,Related,HR1232,1626912,1604854
8,Related,HB2543,1500523,1604851
8,Related,SB4879,1629333,1604851
8,Related,HB7667,1619184,1605435
8,Related,HR973,1605456,1605446
8,Related,HB6916,1602417,1605438
1,Same As,SB170,1434986,1434904
1,Same As,SB3812,1606130,1605464
1,Same As,SB3797,1606150,1605437
1,Same As,SB3786,1604764,1605471
8,Related,HB7108,1609009,1605471
1,Same As,SB3803,1606145,1605467
8,Related,SB186,1434914,1434928
1,Same As,SB3989,1613680,1605448
8,Related,SB4486,1625639,1605470
8,Related,SB2664,1520982,1605447
8,Related,SB3088,1528171,1605447
8,Related,HB6159,1537511,1605449
8,Related,HB447,1422605,1434874
8,Related,HB5017,1521692,1605463
8,Related,SB2710,1521530,1605463
8,Related,HB7667,1619184,1605434
8,Related,SB4338,1622966,1605434
8,Related,SB1656,1509806,1605445
8,Related,HB7667,1619184,1605439
8,Related,SB4348,1622990,1605439
8,Related,SB4302,1622465,1605439
8,Related,SB4486,1625639,1605475
8,Related,SB169,1434923,1434889
8,Related,HR486,1517185,1434889
1,Same As,SB3818,1606125,1605472
8,Related,SB1291,1502698,1605424
1,Same As,SB3765,1604121,1605469
8,Related,SB3796,1606153,1605478
8,Related,HB7666,1619201,1605478
8,Related,SB4170,1619797,1605478
1,Same As,SB3791,1606146,1605440
1,Same As,SB3792,1606129,1605450
8,Related,HB4738,1520187,1606897
1,Same As,SB3406,1541465,1606972
1,Same As,SB166,1434918,1434898
1,Same As,SB3587,1584857,1606947
8,Related,HB7103,1608422,1606958
8,Related,HB7099,1608453,1606958
1,Same As,SB3802,1606140,1606958
1,Same As,SB3806,1606126,1606904
8,Related,SB3111,1528316,1606967
8,Related,HB7163,1609240,1606934
1,Same As,SB3771,1604119,1606910
8,Related,SB3203,1532297,1606952
8,Related,HR403,1509826,1434900
8,Related,SB1404,1504755,1434900
8,Related,SB4373,1624324,1608025
8,Related,SB3824,1607589,1608005
8,Related,HB7666,1619201,1608005
2,Similar To,HR1191,1625357,1608005
8,Related,HB7939,1623762,1607984
8,Related,HB7666,1619201,1608032
1,Same As,SB3845,1608036,1607963
8,Related,HB5118,1522518,1607963
8,Related,HR1518,1638716,1607963
8,Related,SB4181,1620000,1607986
8,Related,SB3840,1608015,1608027
1,Same As,SB168,1434961,1434902
8,Related,SB3983,1612966,1607978
8,Related,HB7667,1619184,1607978
8,Related,HB7590,1617239,1608011
8,Related,SB3851,1608446,1608048
8,Related,SB4031,1614779,1607993
8,Related,HB543,1429523,1607998
8,Related,HB2705,1502161,1607998
8,Related,SB76,1429212,1607998
8,Related,SB1011,1488618,1607998
1,Same As,SB3762,1602469,1607998
1,Same As,SB1159,1500981,1608468
1,Same As,SB3849,1608391,1608466
8,Related,HB7061,1606958,1608453
8,Related,HB7103,1608422,1608453
8,Related,SB3802,1606140,1608453
8,Related,HB7700,1619774,1608453
8,Related,SB1056,1488706,1393242
8,Related,HB1995,1484441,1393242
8,Related,HB6637,1585988,1393242
8,Related,SB188,1436569,1434912
1,Same As,SB3847,1608397,1608419
8,Related,HB7061,1606958,1608422
8,Related,SB3802,1606140,1608422
8,Related,HB7099,1608453,1608422
8,Related,HB7234,1611875,1608450
8,Related,HB7666,1619201,1608450
1,Same As,SB2415,1519704,1608409
8,Related,HB7014,1605471,1609009
8,Related,SB3786,1604764,1609009
1,Same As,SB102,1429278,1434924
8,Related,HR403,1509826,1434924
8,Related,SB3145,1532185,1608967
8,Related,SB2495,1520189,1609013
8,Related,SB3401,1541459,1609013
1,Same As,SB3881,1608963,1608988
8,Related,SB3876,1608954,1608953
1,Same As,SB120,1429455,1608939
8,Related,HR1254,1627288,1608939
8,Related,HB1,1393390,1608957
8,Related,SB1,1484388,1608957
8,Related,SB2093,1516569,1608957
8,Related,HB178,1393267,1608996
8,Related,HB230,1395410,1608996
8,Related,HB823,1438553,1608996
8,Related,HB6920,1602332,1608996
8,Related,SB55,1424591,1608996
1,Same As,SB2214,1517701,1608982
8,Related,SB4381,1624509,1608982
8,Related,HB8468,1627076,1608982
8,Related,SB4593,1627051,1608982
8,Related,HB8805,1628830,1608982
8,Related,HB8464,1627046,1608982
8,Related,SB2755,1523609,1608968
8,Related,SB2994,1526921,1608991
8,Related,HB7700,1619774,1608984
8,Related,SB1870,1512969,1609003
8,Related,SB4808,1628569,1609003
1,Same As,SB3929,1610985,1609232
1,Same As,SB3534,1578147,1609237
8,Related,SB3799,1606124,1609237
1,Same As,SB3787,1604755,1609273
8,Related,SB2271,1517729,1609273
1,Same As,SB1318,1503178,1609248
8,Related,SB3425,1541693,1609248
8,Related,SB3435,1541873,1609248
1,Same As,SB2852,1524546,1609252
8,Related,HR1499,1637996,1609252
1,Same As,SB3857,1608444,1609239
1,Same As,SB3878,1608981,1609265
8,Related,HB7066,1606934,1609240
8,Related,SB1317,1503179,1609261
8,Related,HB803,1438485,1609261
8,Related,HB7343,1612968,1609259
8,Related,SB4922,1629703,1609657
8,Related,SB4425,1625034,1609678
8,Related,SB4014,1614495,1609651
8,Related,SB5159,1638116,1609663
1,Same As,SB3886,1609646,1609648
1,Same As,SB3887,1609674,1609643
8,Related,SB4930,1629702,1609675
1,Same As,SB152,1434894,1434883
8,Related,HB659,1433359,1609666
8,Related,SB785,1484443,1609640
8,Related,HB7457,1614758,1609640
8,Related,HB6952,1604178,1611009
1,Same As,SB3889,1609996,1611009
8,Related,HB1523,1471552,1611009
8,Related,HB3185,1509114,1611009
8,Related,HB4839,1520380,1611009
8,Related,HB5171,1522904,1611009
8,Related,SB526,1471581,1611009
8,Related,SB1636,1509093,1611009
8,Related,SB2867,1524687,1611009
8,Related,SB3454,1550106,1611009
1,Same As,SB3316,1537163,1610988
1,Same As,SB3610,1586965,1610969
8,Related,HB6705,1588932,1610969
8,Related,SB3624,1588069,1610969
8,Related,SB4136,1618874,1610969
8,Related,SB4137,1618868,1610969
8,Related,HB7776,1620938,1610969
1,Same As,SB1595,1508601,1393359
8,Related,SB3458,1550103,1393359
8,Related,SB2227,1517747,1434952
8,Related,HB6703,1588941,1611006
8,Related,HB74,1393265,1611014
8,Related,HR380,1508222,1434954
8,Related,SB1841,1512649,1434954
8,Related,SB4486,1625639,1434954
1,Same As,SB3907,1610439,1611013
1,Same As,SB3888,1609986,1611010
1,Same As,SB3728,1601256,1610978
8,Related,SB1942,1512998,1610978
1,Same As,SB18,1420017,1434976
1,Same As,SB3856,1608459,1610972
8,Related,SB4389,1624642,1610965
1,Same As,SB4012,1614466,1611004
8,Related,HB7105,1608450,1611875
8,Related,HB7666,1619201,1611875
2,Similar To,HR1191,1625357,1611875
8,Related,HB7666,1619201,1611855
2,Similar To,HR1191,1625357,1611855
8,Related,SB4498,1625610,1611940
8,Related,SB4747,1627740,1611940
8,Related,HB7666,1619201,1611944
2,Similar To,HR1191,1625357,1611944
8,Related,HB4288,1518265,1611895
1,Same As,SB154,1434887,1434981
1,Same As,SB3938,1611928,1611865
8,Related,HR1361,1629308,1611865
8,Related,HB1001,1450130,1611914
8,Related,SB4170,1619797,1611914
8,Related,HB7666,1619201,1611914
2,Similar To,HR1191,1625357,1611914
8,Related,SB3875,1608971,1611934
8,Related,SB4089,1617247,1611896
1,Same As,SB3935,1611932,1611873
8,Related,SB3940,1611890,1611859
8,Related,SB3686,1593637,1611869
8,Related,HB7666,1619201,1611869
2,Similar To,HR1191,1625357,1611869
1,Same As,SB153,1434990,1434958
8,Related,HB1368,1466824,1611853
8,Related,SB515,1470429,1611853
8,Related,HB8542,1627360,1611853
2,Similar To,HR1377,1629504,1611853
8,Related,SB4096,1617520,1611921
8,Related,HB1707,1477227,1612381
1,Same As,SB4642,1627393,1612381
1,Same As,SB3951,1612394,1612390
1,Same As,SB3944,1612380,1612383
1,Same As,SB3944,1612380,1612389
8,Related,SB3932,1611924,1612372
8,Related,HB605,1429217,1612361
8,Related,SB44,1424601,1612361
8,Related,HB5448,1525106,1612370
1,Same As,SB3684,1593691,1612362
8,Related,SB4134,1618873,1612354
8,Related,HR1464,1633349,1612379
1,Same As,SB3942,1612377,1612378
8,Related,SB187,1436547,1434927
1,Same As,SB3957,1612666,1612643
8,Related,HB7310,1612961,1612662
1,Same As,SB3953,1612656,1612700
8,Related,SB4459,1625644,1612700
8,Related,SB4492,1625585,1612728
8,Related,SB4230,1621134,1434948
1,Same As,SB3950,1612352,1612681
8,Related,SB2716,1523325,1612727
8,Related,HB9087,1630429,1612709
1,Same As,SB4277,1621775,1612702
8,Related,HB8851,1629206,1612702
8,Related,SB4868,1629188,1612702
8,Related,SB3035,1527464,1612664
8,Related,HB9024,1630087,1612683
8,Related,HB9087,1630429,1612683
8,Related,SB3863,1608983,1612651
8,Related,HR1464,1633349,1612651
8,Related,HB87,1393395,1393255
8,Related,SB3782,1604779,1612692
1,Same As,SB3963,1612675,1612690
8,Related,HB8224,1625692,1612667
8,Related,HB9087,1630429,1612667
8,Related,SB4666,1627472,1612639
8,Related,HB9087,1630429,1612717
8,Related,HB836,1438541,1612979
8,Related,HB4850,1520408,1612979
8,Related,HB7323,1612987,1612979
8,Related,HB7381,1613675,1612979
8,Related,HB7390,1613661,1612979
8,Related,HR1119,1620943,1612979
8,Related,HB7748,1620433,1612979
8,Related,HB7318,1612951,1612979
8,Related,HB7406,1614160,1612979
8,Related,HB7785,1620940,1612979
8,Related,HB6436,1567446,1612979
8,Related,HB8086,1624784,1612979
8,Related,HB7347,1613008,1612979
8,Related,HB7385,1613663,1612979
8,Related,HB7392,1613667,1612979
8,Related,HB7284,1612662,1612961
8,Related,HB9374,1637993,1612952
8,Related,HB7309,1612979,1612951
1,Same As,SB3973,1612992,1613003
8,Related,HB7309,1612979,1612987
2,Similar To,HR1119,1620943,1612987
1,Same As,SB3986,1612978,1613005
1,Same As,SB3969,1612694,1612971
2,Similar To,HR1396,1630097,1612971
8,Related,SB3970,1612958,1612972
8,Related,HB8498,1627272,1612972
1,Same As,SB1538,1507749,1612993
1,Same As,SB4128,1618725,1612962
8,Related,SB4216,1620381,1613004
8,Related,SB4816,1628773,1612988
8,Related,HR1361,1629308,1613000
8,Related,SB181,1434970,1434906
8,Related,HB3737,1514695,1612959
8,Related,HB4184,1517860,1612959
8,Related,HB7171,1609259,1612968
8,Related,HB7309,1612979,1613008
1,Same As,SB3959,1612654,1613197
8,Related,SB167,1434946,1434913
8,Related,SB3428,1541698,1613187
8,Related,HR1254,1627288,1613229
8,Related,SB3934,1611863,1613285
1,Same As,SB3558,1581586,1613237
8,Related,HB7939,1623762,1613219
8,Related,HB4018,1516782,1434875
8,Related,HB7780,1620922,1613269
1,Same As,SB1463,1505179,1613673
8,Related,HB7309,1612979,1613675
2,Similar To,HR1119,1620943,1613675
1,Same As,SB4105,1617808,1613681
1,Same As,SB201,1436556,1613670
8,Related,HB7309,1612979,1613663
8,Related,HB7309,1612979,1613661
2,Similar To,HR1119,1620943,1613661
1,Same As,SB3666,1592597,1613676
8,Related,HB7309,1612979,1613667
8,Related,SB3992,1614161,1614164
1,Same As,SB3912,1610998,1614136
1,Same As,SB3731,1601253,1614150
1,Same As,SB3997,1614163,1614151
8,Related,HB7206,1611014,1393265
8,Related,HB3684,1514715,1436565
1,Same As,SB3991,1614169,1614144
8,Related,SB3978,1612994,1614147
8,Related,HB8981,1629781,1614147
8,Related,SB3998,1614145,1614167
8,Related,HB7309,1612979,1614160
1,Same As,SB1608,1509123,1436601
1,Same As,SB4522,1626682,1614462
1,Same As,SB4032,1614722,1614467
1,Same As,SB3975,1612974,1614493
8,Related,SB4926,1629753,1614493
8,Related,SB896,1487462,1436551
8,Related,HB8588,1627494,1436551
1,Same As,SB4016,1614507,1614469
8,Related,HB6266,1541134,1614512
8,Related,SB3385,1541156,1614512
1,Same As,SB4010,1614503,1614512
8,Related,SB3867,1608938,1614497
1,Same As,HB3788,1515186,1614486
1,Same As,SB4019,1614463,1614490
8,Related,SB4013,1614487,1614732
8,Related,SB280,1441816,1436581
1,Same As,SB3933,1611911,1614705
8,Related,HB4350,1518444,1614717
8,Related,SB3340,1537689,1614755
8,Related,HB759,1436618,1614696
8,Related,HB1901,1483639,1614696
8,Related,HB6637,1585988,1614696
8,Related,SB884,1486831,1614696
8,Related,SB4148,1619050,1614743
1,Same As,SB4068,1614764,1614748
8,Related,HB6028,1534422,1614793
8,Related,SB3252,1534461,1614793
1,Same As,SB3807,1606133,1614793
8,Related,HB354,1412086,1614758
8,Related,HB1562,1472864,1614758
8,Related,HB2622,1501204,1614758
8,Related,HB3583,1513344,1614758
8,Related,HB7193,1609640,1614758
8,Related,SB570,1472867,1614758
8,Related,SB590,1474201,1614758
8,Related,SB690,1478639,1614758
8,Related,SB785,1484443,1614758
8,Related,SB1987,1515300,1614758
8,Related,SB2587,1520646,1614758
8,Related,SB4036,1614798,1614731
8,Related,HB7760,1620396,1614731
1,Same As,SB89,1429501,1436583
1,Same As,SB3920,1611019,1614707
1,Same As,SB4029,1614676,1614683
1,Same As,SB4065,1614791,1614788
8,Related,HB8182,1625426,1614681
8,Related,SB1018,1488655,1436577
8,Related,SB4026,1614729,1614675
8,Related,SB4053,1614690,1614675
1,Same As,SB4037,1614719,1614761
8,Related,SB4100,1617555,1614781
1,Same As,SB4044,1614698,1614733
8,Related,HB5118,1522518,1614733
8,Related,HB5216,1523167,1614740
1,Same As,SB4056,1614772,1614740
1,Same As,SB3871,1608955,1614790
1,Same As,SB190,1436568,1436613
8,Related,SB4015,1614498,1614686
8,Related,SB2385,1519635,1614756
8,Related,HB2002,1485507,1614712
8,Related,HB4485,1519467,1614712
8,Related,HB4889,1520501,1614712
8,Related,HB5206,1523159,1614712
8,Related,HB5364,1524430,1614712
8,Related,SB730,1480467,1614712
8,Related,SB743,1482858,1614712
8,Related,SB1777,1511214,1614712
8,Related,SB2132,1516869,1614712
8,Related,SB2222,1517737,1614712
8,Related,SB2721,1523322,1614712
8,Related,SB3009,1526920,1614712
1,Same As,SB4046,1614754,1614712
1,Same As,SB4041,1614757,1614746
8,Related,HB6978,1604855,1614797
8,Related,HB5939,1532812,1615067
8,Related,SB2679,1521499,1615067
8,Related,SB3823,1607593,1615067
8,Related,HB2815,1503162,1615072
8,Related,HB6833,1597853,1615072
8,Related,HB5376,1524543,1615072
1,Same As,SB111,1429275,1436549
8,Related,HB7966,1624007,1436549
1,Same As,SB2624,1520996,1615562
8,Related,SB1589,1508561,1615563
8,Related,SB4854,1628901,1615550
8,Related,HB2212,1489058,1615577
8,Related,SB1001,1488601,1615577
1,Same As,SB5166,1638147,1615569
1,Same As,SB4047,1614780,1615589
8,Related,SB4823,1628844,1615552
8,Related,HB7776,1620938,1615582
8,Related,HB1157,1457135,1615586
8,Related,HB4350,1518444,1615586
8,Related,HB8788,1628723,1615586
8,Related,SB751,1482867,1436620
8,Related,SB4592,1627077,1615816
8,Related,SB2874,1524658,1615807
8,Related,HB7910,1623342,1616535
2,Similar To,HR1153,1623976,1616535
8,Related,HB9060,1630378,1616535
1,Same As,HB7566,1616907,1616551
8,Related,SB5226,1638026,1616551
1,Same As,SB4122,1618495,1616531
8,Related,SB2348,1519267,1616550
8,Related,SB3388,1541121,1616538
1,Same As,SB4113,1617744,1616552
1,Same As,SB4562,1626995,1616549
8,Related,SB4564,1626998,1616533
8,Related,SB4561,1626994,1616536
8,Related,SB4563,1626980,1616545
1,Same As,HB7546,1616551,1616907
8,Related,SB5226,1638026,1616907
8,Related,HR1254,1627288,1616910
8,Related,HB6288,1541169,1616895
8,Related,SB4247,1621458,1617246
8,Related,SB3593,1585984,1617249
8,Related,SB3309,1536622,1617267
8,Related,SB3968,1612719,1617240
1,Same As,SB4063,1614777,1617260
8,Related,HB7745,1620400,1617262
8,Related,HB516,1429440,1617252
8,Related,HB925,1441777,1617252
8,Related,HB943,1441655,1617252
8,Related,HB948,1441697,1617252
8,Related,HB957,1441575,1617252
8,Related,HB959,1441692,1617252
8,Related,HB1212,1462499,1617252
8,Related,HB2631,1501236,1617252
8,Related,HB3063,1507365,1617252
8,Related,HB3115,1508231,1617252
8,Related,HB3312,1510226,1617252
8,Related,HB3792,1515111,1617252
8,Related,HB5040,1521815,1617252
8,Related,HB5099,1522122,1617252
8,Related,HB5742,1527861,1617252
8,Related,HB6117,1536392,1617252
8,Related,SB101,1429405,1617252
8,Related,SB304,1441791,1617252
8,Related,SB341,1460759,1617252
8,Related,SB346,1460766,1617252
8,Related,SB347,1460775,1617252
8,Related,SB423,1464520,1617252
8,Related,SB851,1485467,1617252
8,Related,SB1042,1488668,1617252
8,Related,SB1530,1507758,1617252
8,Related,SB1542,1507746,1617252
8,Related,SB1689,1510189,1617252
8,Related,SB1844,1512646,1617252
8,Related,SB3073,1527841,1617252
8,Related,SB3295,1536410,1617252
8,Related,SB4486,1625639,1617252
8,Related,SB4677,1627448,1617252
8,Related,SB4917,1629779,1617252
8,Related,SB5073,1631056,1617252
1,Same As,SB2984,1525626,1617248
8,Related,SB4951,1629852,1617237
8,Related,HB7452,1614696,1436618
8,Related,HB7085,1608011,1617239
1,Same As,SB4097,1617544,1617545
1,Same As,SB3936,1611856,1617529
1,Same As,SB4076,1616909,1617547
8,Related,SB3335,1537723,1617524
1,Same As,SB3905,1610437,1617541
8,Related,HB8450,1626965,1617542
8,Related,SB4692,1627685,1617542
8,Related,SB3216,1534234,1617542
1,Same As,SB4140,1618879,1617526
8,Related,HB4103,1517376,1617518
8,Related,SB2036,1515597,1617518
1,Same As,SB3870,1609011,1617518
8,Related,HR1170,1624508,1617518
8,Related,HB2518,1500520,1617518
8,Related,HB4140,1517735,1617518
8,Related,HB4410,1519177,1617518
8,Related,HB7606,1617518,1617518
8,Related,HB7675,1619170,1617518
8,Related,HB7763,1620723,1617518
8,Related,HB7765,1620715,1617518
8,Related,SB2339,1519269,1617518
1,Same As,SB3302,1536629,1617528
1,Same As,SB3522,1564483,1617548
8,Related,HB6876,1599002,1617548
1,Same As,SB1384,1504285,1617760
8,Related,SB3098,1528328,1617798
8,Related,SB4121,1617753,1617795
8,Related,HB2055,1485490,1617745
1,Same As,SB195,1436540,1436599
1,Same As,SB4107,1617785,1617764
8,Related,HB5378,1524536,1617741
1,Same As,SB4117,1617790,1617741
8,Related,HR1254,1627288,1617741
8,Related,HB7783,1620942,1617741
8,Related,SB4108,1617771,1617750
8,Related,HB6454,1567478,1617740
8,Related,HB7685,1619200,1617740
8,Related,HB7664,1618698,1617740
8,Related,SB4881,1629323,1617740
8,Related,SB3511,1559290,1617756
8,Related,HR1254,1627288,1617756
1,Same As,SB4120,1617800,1617773
8,Related,SB2369,1519355,1617770
1,Same As,SB4104,1617801,1617787
8,Related,HB5118,1522518,1617787
1,Same As,SB442,1466825,1617783
8,Related,SB4082,1617235,1617788
1,Same As,SB4030,1614704,1618715
1,Same As,SB72,1426705,1436571
8,Related,SB4348,1622990,1618722
8,Related,HB7648,1618699,1618695
8,Related,HB7659,1618714,1618695
8,Related,SB4124,1618496,1618695
8,Related,HB7690,1619815,1618695
8,Related,HB8528,1627358,1618695
8,Related,HB9448,1638176,1618695
1,Same As,SB4383,1624511,1618705
8,Related,HB1379,1466735,1618717
8,Related,SB1497,1505206,1618717
8,Related,SB4349,1623937,1618706
8,Related,SB4188,1619984,1618684
8,Related,HB7641,1618695,1618699
8,Related,HB7659,1618714,1618699
8,Related,HB7667,1619184,1618708
8,Related,SB1495,1505172,1618702
8,Related,SB4815,1628770,1618709
8,Related,HB8966,1629723,1618709
8,Related,HB7786,1620941,1618707
1,Same As,SB4094,1617521,1618703
8,Related,HB7667,1619184,1618685
1,Same As,SB4152,1619063,1618685
8,Related,SB4348,1622990,1618685
8,Related,HB7641,1618695,1618714
8,Related,HB7648,1618699,1618714
8,Related,SB3745,1602366,1436560
1,Same As,SB4125,1618718,1618681
8,Related,HB3366,1511230,1618698
8,Related,HB7628,1617740,1618698
8,Related,SB4881,1629323,1618698
8,Related,HB7045,1605478,1619201
8,Related,SB3796,1606153,1619201
8,Related,HB7073,1608005,1619201
8,Related,HB7076,1608032,1619201
8,Related,HB7105,1608450,1619201
8,Related,HB7234,1611875,1619201
8,Related,HB7235,1611855,1619201
8,Related,HB7237,1611944,1619201
8,Related,HB7241,1611914,1619201
8,Related,HB7249,1611869,1619201
8,Related,SB3824,1607589,1619201
8,Related,SB4301,1622466,1619201
8,Related,HR1191,1625357,1619201
8,Related,SB4839,1628839,1619201
8,Related,SB4917,1629779,1619201
8,Related,HB5950,1533256,1619201
8,Related,HB2565,1500956,1619184
8,Related,HB6888,1600072,1619184
8,Related,HB6980,1604879,1619184
8,Related,HB7006,1605435,1619184
8,Related,HB7032,1605434,1619184
8,Related,HB7035,1605439,1619184
8,Related,HB7084,1607978,1619184
8,Related,HB7649,1618708,1619184
8,Related,HB7658,1618685,1619184
8,Related,HB7679,1619173,1619184
8,Related,SB2952,1525642,1619184
8,Related,SB3478,1551341,1619184
8,Related,SB3983,1612966,1619184
8,Related,SB4152,1619063,1619184
8,Related,HB6988,1604871,1619184
8,Related,SB4351,1623935,1619184
8,Related,SB4302,1622465,1619184
8,Related,SB4333,1622970,1619184
8,Related,SB4338,1622966,1619184
8,Related,SB4535,1626763,1619184
8,Related,HB9297,1633447,1619184
8,Related,SB4159,1619048,1619197
8,Related,SB3493,1554482,1619174
8,Related,SB3799,1606124,1619174
8,Related,SB3704,1593516,1619191
8,Related,HB7606,1617518,1619170
8,Related,SB3682,1593503,1619178
8,Related,HB7667,1619184,1619173
8,Related,SB4348,1622990,1619173
8,Related,HR380,1508222,1436586
8,Related,SB4405,1624825,1619179
8,Related,SB2551,1520418,1619195
1,Same As,SB4131,1618693,1619181
8,Related,HB7628,1617740,1619200
8,Related,HB6962,1604191,1619189
1,Same As,SB384,1462577,1619193
8,Related,HR1124,1621106,1619199
8,Related,SB1491,1505216,1436546
8,Related,HB7641,1618695,1619815
8,Related,HR1097,1619814,1619769
1,Same As,SB4168,1619795,1619770
8,Related,HB3622,1513414,1619810
8,Related,SB1907,1512995,1619810
1,Same As,SB4161,1619596,1619810
8,Related,HB8055,1624655,1619783
8,Related,HB7099,1608453,1619774
8,Related,HB7143,1608984,1619774
8,Related,SB4060,1614794,1619774
8,Related,HB7929,1623770,1619774
1,Same As,SB4174,1619776,1619777
8,Related,HB1916,1483708,1619791
8,Related,SB754,1483641,1619791
1,Same As,SB4173,1619787,1619773
