type_id,type,sast_bill_number,sast_bill_id,bill_id
8,Related,HB3229,1022269,1022818
8,Related,SB1880,1027232,1022818
8,Related,HB1134,965869,1022811
8,Related,HB1615,994391,1022811
8,Related,SB1880,1027232,1022811
8,Related,SB2966,1119979,1022811
8,Related,HB6239,1123644,1022811
8,Related,SB3150,1123647,1022811
8,Related,HB3786,1026178,1022858
8,Related,HB2092,1005919,1022857
8,Related,HB3336,1022954,1022813
8,Related,SB2080,1030208,1022822
1,Same As,HB4019,1028229,1022931
8,Related,HB1722,997901,1022962
8,Related,HB3329,1022999,1022984
8,Related,HB3218,1022303,1022945
8,Related,SB1555,1022294,1022945
8,Related,HB3372,1023231,1022945
8,Related,HB4942,1082976,1022993
8,Related,HB6623,1125073,1022993
1,Same As,HB24,896669,896721
1,Same As,HB3302,1022844,1022935
1,Same As,HB3745,1025955,1022930
8,Related,SB1460,1021221,1022965
8,Related,HB6307,1124000,1022965
8,Related,HB3268,1022555,1022977
8,Related,HB3354,1023096,1022977
8,Related,HB1163,965843,1022977
8,Related,SB364,960008,1022977
8,Related,HB1625,995750,1022977
8,Related,HB3298,1022839,1022941
8,Related,HB3266,1022554,1022969
8,Related,HB3219,1022325,1022969
8,Related,HB3354,1023096,1022969
8,Related,SB1576,1022689,1022969
8,Related,HB1625,995750,1022969
8,Related,HB353,900669,916375
1,Same As,HB4113,1029205,1022973
8,Related,HB2591,1015540,1022979
1,Same As,HB3440,1023444,1022976
8,Related,HB4796,1061010,1022976
8,Related,SB2367,1081566,1022976
1,Same As,HB3332,1022998,1023247
1,Same As,HB3375,1023236,1023218
8,Related,HB2293,1010423,1023229
8,Related,HB1537,993196,916382
1,Same As,HB4288,1030400,1023243
1,Same As,SB1104,1013473,1023222
8,Related,HB1546,993217,1023222
8,Related,HB4986,1085288,1023222
1,Same As,HB2755,1016803,1023221
8,Related,HB1281,980705,1023336
8,Related,HB39,896661,916403
8,Related,HB3381,1023332,1023329
8,Related,HB5164,1101420,1023329
8,Related,HB5589,1114962,1023331
1,Same As,HB3400,1023479,1023427
1,Same As,HB3449,1023577,1023483
8,Related,SB3415,1126028,1023424
1,Same As,HB3434,1023428,1023422
8,Related,HB3314,1022828,1023422
8,Related,SB987,1009342,1023422
8,Related,HB5108,1097805,1023422
8,Related,SB2459,1097811,1023422
8,Related,HB3424,1023454,1023442
8,Related,HB2069,1004350,1023482
1,Same As,HB3420,1023434,1023471
8,Related,HB4926,1081554,1023471
8,Related,SB2368,1081549,1023471
8,Related,HB424,906084,916462
8,Related,HB3668,1025390,916462
8,Related,SB1880,1027232,1023480
8,Related,HB3176,1021982,1023648
8,Related,HB1678,996929,1023648
8,Related,SB709,997404,1023648
8,Related,HB3299,1022829,1023628
2,Similar To,HR736,1088067,1023628
8,Related,HB3500,1023553,1023627
8,Related,HB3838,1027060,1023634
8,Related,HB3162,1021682,1023632
8,Related,HB3219,1022325,1023632
8,Related,HB3354,1023096,1023632
8,Related,HB1625,995750,1023632
8,Related,HB2335,1010757,1023632
1,Same As,HB3446,1023543,1023623
8,Related,SB1378,1020044,916412
8,Related,HB3559,1023788,1023650
8,Related,HB5942,1119762,1023650
1,Same As,HB3468,1023542,1023631
8,Related,HB4074,1028500,1023631
8,Related,HB3467,1023534,1023635
8,Related,HB3602,1023793,1023624
8,Related,HB5942,1119762,1023624
1,Same As,HB387,902531,1023644
8,Related,HB6147,1122891,1023644
8,Related,HB3353,1023095,1023619
8,Related,HB3354,1023096,1023619
8,Related,HB1625,995750,1023619
8,Related,HB3760,1026046,1023640
1,Same As,HB579,913571,916456
1,Same As,HB1341,982171,1023651
8,Related,SB2155,1032226,1023641
2,Similar To,HR905,1119283,1023641
8,Related,HB3267,1022562,1023636
8,Related,HB3354,1023096,1023636
8,Related,HB1625,995750,1023636
8,Related,HB2010,1004283,1023626
8,Related,HB4857,1066836,1023626
8,Related,SB2256,1038030,1023626
8,Related,HB3452,1023546,1023630
8,Related,HB2582,1015537,1023642
8,Related,HB2801,1018623,1023638
8,Related,SB1885,1027325,1023638
8,Related,HB3450,1023541,1023622
1,Same As,HB6125,1122620,1023633
8,Related,HB2711,1016532,916453
1,Same As,HB3718,1025739,1023637
1,Same As,HB4232,1029988,1023908
8,Related,SB3360,1125543,1023908
8,Related,HB3566,1023774,1023914
8,Related,HB3566,1023774,1023907
8,Related,HB6249,1123638,1023909
8,Related,HB1154,965885,916451
8,Related,HB3444,1023550,1023911
1,Same As,HB3536,1023705,1023913
8,Related,HB4953,1083007,1023972
1,Same As,HB2034,1004310,1023966
1,Same As,HB3639,1023981,1023974
8,Related,HB898,950569,1023955
8,Related,SB2155,1032226,1023955
2,Similar To,HR905,1119283,1023955
1,Same As,HB3588,1023707,1023967
8,Related,HB5042,1090899,1023961
8,Related,HB242,898381,1023965
8,Related,HB1775,1001230,1023965
8,Related,HB1776,1001233,1023965
8,Related,SB41,899875,1023965
8,Related,SB348,956707,1023965
8,Related,SB771,1001226,1023965
8,Related,SB1511,1021357,1023965
8,Related,SB2708,1114112,1023965
8,Related,HB4815,1062444,1023954
8,Related,HB3463,1023609,1023960
8,Related,HB1037,961659,1023952
8,Related,HB1865,1002856,1023970
2,Similar To,HR748,1096907,1023970
1,Same As,HB3636,1023982,1023953
8,Related,HB3906,1027488,1023973
8,Related,HB6944,1127356,1023973
8,Related,HB2479,1014702,1023957
8,Related,HB3275,1022553,1023957
8,Related,SB1460,1021221,1023957
8,Related,HB1164,965768,1023951
8,Related,SB474,978925,1023951
8,Related,HB1625,995750,1023951
1,Same As,HB3524,1023564,1023969
8,Related,SB1,1033184,1023969
8,Related,HB2966,1020274,1023959
1,Same As,HB72,896768,896752
8,Related,HB2856,1018895,916380
8,Related,SB1137,1014343,1024111
8,Related,SB1460,1021221,1024111
8,Related,HB3427,1023474,1024082
8,Related,HB2083,1004719,1024098
2,Similar To,HR961,1123412,1024098
8,Related,HB2761,1016802,1024087
8,Related,HB1405,986088,1024110
8,Related,HB2,1020827,1024077
8,Related,HB113,896694,1024091
1,Same As,HB3749,1025957,1024099
8,Related,HB883,947699,1024095
8,Related,HB221,896807,916431
1,Same As,HB3554,1023709,1024092
8,Related,HB4110,1029212,1024075
1,Same As,HB3595,1023699,1024096
8,Related,SB344,952982,1024096
8,Related,SB3412,1126042,1024096
8,Related,HB3089,1021212,1024090
8,Related,HB4044,1028323,1024085
8,Related,HB3645,1024251,1024106
8,Related,HB596,925815,916440
8,Related,HB3775,1026199,1024080
8,Related,SB354,959959,1024080
1,Same As,HB4260,1030221,1024078
8,Related,HB2760,1016795,1024113
8,Related,HB376,902543,1024093
8,Related,HB5670,1116024,1024093
8,Related,HB2759,1016799,1024101
8,Related,HB3166,1021678,1024076
8,Related,HB3178,1021991,1024076
8,Related,HB768,940386,916405
8,Related,HB4762,1053118,916405
8,Related,SB354,959959,1024108
8,Related,HB4022,1028239,1024108
8,Related,SB2068,1029995,1024102
8,Related,HB3331,1022958,1024199
1,Same As,HB3654,1024798,1024181
8,Related,HB3163,1021677,1024183
8,Related,HB3178,1021991,1024183
1,Same As,HB5302,1106565,1024203
8,Related,HB599,928595,916401
8,Related,HB4986,1085288,916401
1,Same As,HB3771,1026136,1024164
1,Same As,HB4669,1037372,1024164
1,Same As,HB4692,1038037,1024213
1,Same As,HB3822,1026970,1024166
8,Related,SB1750,1024162,1024217
8,Related,SB1880,1027232,1024217
8,Related,HB179,896634,916445
8,Related,SB1105,1013474,916445
8,Related,HB3913,1027641,916445
8,Related,SB1911,1027624,916445
8,Related,HB4426,1032175,916445
8,Related,SB1749,1024217,1024162
8,Related,HB10,1008998,1024169
8,Related,HB1699,997420,1024169
8,Related,HB3280,1022705,1024169
2,Similar To,HR635,1033400,1024169
8,Related,SB2155,1032226,1024169
2,Similar To,HR905,1119283,1024169
8,Related,HB10,1008998,1024204
8,Related,HB2948,1020303,1024204
8,Related,HB3280,1022705,1024204
8,Related,HB3354,1023096,1024204
8,Related,SB2155,1032226,1024204
8,Related,HB3978,1027845,1024204
2,Similar To,HR905,1119283,1024204
8,Related,HB3394,1023316,1024180
1,Same As,HB3644,1024249,1024188
8,Related,SB1405,1020637,1024188
8,Related,HB400,906007,1024185
8,Related,HB425,906009,1024185
8,Related,HB505,911414,1024185
8,Related,HB2626,1016145,1024185
8,Related,HB3548,1023806,1024185
8,Related,SB87,906055,1024185
8,Related,HB4898,1075165,1024192
8,Related,SB3419,1126058,1024192
8,Related,HB1613,994393,916460
8,Related,HB3180,1022011,1024945
8,Related,HB3958,1027723,1024945
8,Related,SB79,906067,1024945
8,Related,SB3153,1123877,1024945
8,Related,HB1601,994402,1025459
1,Same As,HB2920,1019708,1025453
1,Same As,SB1374,1019706,1025453
8,Related,HB2723,1016519,1025544
8,Related,HB3541,1023803,1025561
8,Related,HB3687,1025562,1025563
8,Related,HB6650,1125302,1025555
8,Related,HB2331,1010863,1025680
8,Related,HB5281,1106025,925917
8,Related,HB5760,1117738,925917
1,Same As,HB4723,1038318,1025713
8,Related,HB3358,1023238,1025714
8,Related,HB3354,1023096,1025714
8,Related,HB1625,995750,1025714
1,Same As,HB3701,1025715,1025706
1,Same As,HB3698,1025677,1025683
8,Related,HB2723,1016519,1025705
8,Related,HB2127,1008544,1025705
1,Same As,HB3720,1025741,1025694
8,Related,SB2619,1108847,1025682
8,Related,HB3925,1027625,1025718
8,Related,SB3264,1124870,1025685
8,Related,SB182,925830,925887
8,Related,HB3362,1023253,1025717
8,Related,HB3354,1023096,1025717
8,Related,HB1625,995750,1025717
1,Same As,HB3684,1025557,1025690
8,Related,HB2300,1010494,1025808
8,Related,HB3735,1025796,1025801
1,Same As,HB4033,1028312,1025811
1,Same As,HB2461,1014364,925883
1,Same As,HB3739,1025953,1025961
8,Related,HB3742,1025949,1025960
8,Related,HB6543,1125021,1025960
8,Related,HB5443,1112408,1025965
2,Similar To,HR831,1113416,1025965
8,Related,HB5376,1108271,1025965
8,Related,HB1430,988054,1025964
1,Same As,HB3740,1025939,1025966
1,Same As,HB4998,1088073,1025967
8,Related,HB7024,1127595,1025968
1,Same As,HB3750,1025942,1025958
8,Related,HB25,896651,896719
1,Same As,HB1303,982122,925904
1,Same As,HB3855,1027224,1025959
8,Related,HB3734,1025809,1025962
8,Related,HB4825,1065012,1026064
1,Same As,HB4717,1038284,1026182
1,Same As,HB3773,1026162,1026180
1,Same As,HB3782,1026173,1026188
8,Related,HB2482,1014652,1026129
1,Same As,HB3901,1027486,1026161
1,Same As,HB3878,1027342,1026194
8,Related,SB1816,1026144,1026194
8,Related,HB3755,1026037,1026194
8,Related,HB5642,1115373,1026128
1,Same As,HB3785,1026154,1026146
8,Related,HB6548,1125030,1026130
8,Related,HB3755,1026037,1026144
8,Related,HB3878,1027342,1026144
8,Related,SB1810,1026194,1026144
8,Related,SB178,925887,925830
1,Same As,HB4041,1028340,1026147
1,Same As,HB2405,1013490,1026319
1,Same As,HB3802,1026326,1026324
8,Related,HB4860,1066673,1026324
1,Same As,HB3817,1026675,1026320
8,Related,HB3921,1027648,1026325
8,Related,HJR125,1060984,1026325
8,Related,HB5989,1120877,1026328
8,Related,HB2824,1018839,1026473
8,Related,HB4820,1065021,1026473
8,Related,HB378,902523,1026468
8,Related,HB5304,1106563,1026458
1,Same As,HB3826,1026973,1026461
8,Related,HB6378,1124358,1026461
8,Related,HB7328,1135206,1026461
8,Related,HB729,938043,1026467
1,Same As,HB3827,1026996,1026470
1,Same As,HB7,913598,925822
1,Same As,HB2862,1018896,1026479
8,Related,HB6252,1123657,1026480
8,Related,HB3693,1025689,1026469
8,Related,HB1372,984915,1026478
8,Related,HB2825,1018892,1026478
8,Related,SB1862,1027092,1026464
1,Same As,HB3757,1026061,1026463
1,Same As,HB1921,1003908,928577
8,Related,HB7313,1133646,1026993
1,Same As,HB4148,1029467,1026984
8,Related,HB3790,1026187,1026971
8,Related,HB1566,993921,1026999
8,Related,HB453,908923,1027076
8,Related,SB1978,1028797,1027071
8,Related,HB4831,1064966,1027071
8,Related,HB587,916367,928566
8,Related,HB1109,965879,1027090
8,Related,HB3499,1023584,1027075
8,Related,SB1848,1026464,1027092
1,Same As,HB3840,1027070,1027088
8,Related,HB4430,1032195,1027065
8,Related,HB3243,1022416,1027072
1,Same As,HB4649,1036884,1027083
8,Related,HB4043,1028330,1027237
1,Same As,HB4608,1035952,1027210
8,Related,HB1058,961626,1027240
8,Related,HB5674,1116366,1027231
8,Related,SB2906,1119529,1027231
8,Related,HB5830,1118337,1027231
8,Related,SB2193,1034730,1027231
8,Related,SB2372,1081552,1027231
8,Related,SB1875,1027220,1027219
8,Related,SB1874,1027219,1027220
8,Related,HB392,906126,1027235
8,Related,SB281,944549,1027235
1,Same As,HB1444,989625,1027222
8,Related,HB3032,1020805,1027215
8,Related,HB5531,1113734,1027215
1,Same As,HB1701,997386,928538
8,Related,HB3537,1023783,1027232
8,Related,HB3848,1027229,1027232
8,Related,HB3955,1027725,1027232
8,Related,SB1931,1027828,1027232
8,Related,SB2057,1029914,1027232
8,Related,HB194,896786,1027232
8,Related,HB305,899895,1027232
8,Related,HB361,900661,1027232
8,Related,HB371,902517,1027232
8,Related,HB593,925911,1027232
8,Related,HB730,938033,1027232
8,Related,HB734,938077,1027232
8,Related,HB859,945818,1027232
8,Related,HB1012,960007,1027232
8,Related,HB1044,961655,1027232
8,Related,HB1102,965729,1027232
8,Related,HB1134,965869,1027232
8,Related,HB1150,965799,1027232
8,Related,HB1309,982192,1027232
8,Related,HB1548,993170,1027232
8,Related,HB1615,994391,1027232
8,Related,HB1711,997423,1027232
8,Related,HB1734,999709,1027232
8,Related,HB1743,999733,1027232
8,Related,HB1874,1003501,1027232
8,Related,HB1959,1003857,1027232
8,Related,HB2034,1004310,1027232
8,Related,HB2238,1009770,1027232
8,Related,HB2338,1010730,1027232
8,Related,HB2455,1014386,1027232
8,Related,HB2476,1014624,1027232
8,Related,HB2493,1014679,1027232
8,Related,HB2633,1016153,1027232
8,Related,HB2808,1018606,1027232
8,Related,HB3037,1020788,1027232
8,Related,HB3057,1020859,1027232
8,Related,HB3154,1021365,1027232
8,Related,HB3223,1022298,1027232
8,Related,HB3229,1022269,1027232
8,Related,HB3318,1022838,1027232
8,Related,HB3620,1023740,1027232
8,Related,HB3632,1023728,1027232
8,Related,HB3876,1027339,1027232
8,Related,HB3952,1027703,1027232
8,Related,HB3953,1027700,1027232
8,Related,HB3954,1027734,1027232
8,Related,HB3982,1027850,1027232
8,Related,HB4202,1029901,1027232
8,Related,HB4483,1033346,1027232
8,Related,SB26,898203,1027232
8,Related,SB65,902539,1027232
8,Related,SB265,942341,1027232
8,Related,SB360,959953,1027232
8,Related,SB470,978945,1027232
8,Related,SB589,989567,1027232
8,Related,SB721,997413,1027232
8,Related,SB732,999720,1027232
8,Related,SB937,1008569,1027232
8,Related,SB1184,1014976,1027232
8,Related,SB1353,1019514,1027232
8,Related,SB1584,1022818,1027232
8,Related,SB1585,1022811,1027232
8,Related,SB1640,1023480,1027232
8,Related,SB1749,1024217,1027232
8,Related,SB1929,1027866,1027232
8,Related,SB2106,1030579,1027232
8,Related,SB2116,1030870,1027232
8,Related,SB2170,1033402,1027232
8,Related,SB2966,1119979,1027232
8,Related,HB6239,1123644,1027232
8,Related,SB3150,1123647,1027232
8,Related,HB7181,1131253,1027232
1,Same As,HB3882,1027300,1027361
8,Related,HB625,931591,1027309
8,Related,SB1666,1023638,1027325
8,Related,HB5515,1113163,1027305
8,Related,SB2987,1121271,1027305
8,Related,HB3887,1027346,1027322
8,Related,HB1541,993225,928552
8,Related,HB2644,1016154,1027349
8,Related,HB3823,1026986,1027316
8,Related,HB4397,1031978,1027316
8,Related,HB6854,1126805,1027316
8,Related,SB3648,1130333,1027316
1,Same As,HB3312,1022823,1027312
8,Related,HB3864,1027314,1027341
8,Related,SB1333,1019179,1027341
8,Related,HB1625,995750,896676
8,Related,HB511,911440,928620
1,Same As,HB4027,1028232,1027496
8,Related,SB1562,1022331,1027496
8,Related,SB3118,1123134,1027483
8,Related,HB3970,1027841,1027500
1,Same As,HB3895,1027497,1027480
8,Related,HB4151,1029447,1027480
8,Related,HB5566,1114154,1027480
1,Same As,HB3931,1027640,1027503
1,Same As,HB2315,1010734,1027623
8,Related,HB1403,986157,1027627
8,Related,HB2021,1004366,1027627
1,Same As,HB3919,1027634,1027652
1,Same As,HB2575,1015290,1027650
1,Same As,HB3915,1027644,1027642
8,Related,HB179,896634,1027624
8,Related,HB2713,1016645,1027624
8,Related,HB3913,1027641,1027624
8,Related,SB175,916445,1027624
8,Related,SB1105,1013474,1027624
8,Related,HB4426,1032175,1027624
1,Same As,HB3939,1027737,1027714
8,Related,HB3271,1022547,1027727
8,Related,HB1892,1003469,1027727
8,Related,HB2380,1011145,1027713
1,Same As,HB3947,1027736,1027706
8,Related,HB1607,994406,1027704
8,Related,HB1886,1003495,1027704
8,Related,SB573,988045,1027704
8,Related,SB1994,1028931,1027704
8,Related,HB6011,1121282,1027704
1,Same As,HB3944,1027721,1027730
8,Related,HB1438,988069,1027716
8,Related,HB310,899820,928609
8,Related,HB2542,1015011,1027740
1,Same As,HB36,896659,1027826
1,Same As,SB2311,1061017,1027826
1,Same As,HB3464,1023526,1027854
8,Related,HB5164,1101420,1027854
1,Same As,HB2844,1018871,1027821
1,Same As,HB2156,1008985,1027805
8,Related,HB5549,1114145,1027857
8,Related,HB4502,1033587,1027853
8,Related,HB3954,1027734,1027866
8,Related,SB1880,1027232,1027866
8,Related,HB3537,1023783,1027866
8,Related,HB3848,1027229,1027866
8,Related,HB3955,1027725,1027866
8,Related,SB1931,1027828,1027866
1,Same As,HB605,928558,928549
1,Same As,HB3981,1027824,1027872
8,Related,HB3537,1023783,1027828
8,Related,HB3848,1027229,1027828
8,Related,HB3955,1027725,1027828
8,Related,SB1880,1027232,1027828
8,Related,HB3954,1027734,1027828
8,Related,SB1929,1027866,1027828
8,Related,HB4460,1033208,1027871
1,Same As,HB3138,1021445,1027847
8,Related,HB3949,1027711,1027862
8,Related,SB2199,1034994,1027810
8,Related,HB734,938077,1027875
8,Related,HB775,940376,1027875
8,Related,HB782,942498,1027875
8,Related,HB1051,961622,1027875
8,Related,HB1403,986157,1027875
8,Related,HB2110,1007534,1027875
8,Related,HB2238,1009770,1027875
8,Related,HB2476,1014624,1027875
8,Related,HB2633,1016153,1027875
8,Related,HB2808,1018606,1027875
8,Related,HB3037,1020788,1027875
8,Related,HB3683,1025558,1027875
8,Related,HB3982,1027850,1027875
8,Related,HB4135,1029357,1027875
8,Related,HB4789,1058976,1027875
8,Related,HB5452,1112432,1027875
8,Related,HB5814,1118397,1027875
8,Related,HB5913,1119547,1027875
8,Related,SB470,978945,1027875
8,Related,SB937,1008569,1027875
8,Related,SB2007,1029349,1027875
8,Related,HB3984,1027827,1027832
8,Related,HB163,896696,1027832
8,Related,HB635,931424,928645
1,Same As,HB3979,1027840,1027814
1,Same As,HB4069,1028347,1027855
1,Same As,HB4485,1033361,1027831
8,Related,HB6545,1125079,1027831
8,Related,HB3849,1027238,1027819
8,Related,HB2353,1011196,1027819
8,Related,HB4052,1028341,1027851
8,Related,SB2095,1030577,1027851
8,Related,HB5077,1094114,1027851
8,Related,HB5087,1096901,1027851
8,Related,HB5410,1109478,1027851
8,Related,HB6297,1123852,1027851
8,Related,HB3941,1027726,1027856
8,Related,HB5316,1106558,1027856
8,Related,HB3995,1028085,1027873
8,Related,HB4986,1085288,1027873
8,Related,HB2506,1014645,1027869
1,Same As,HB4009,1028228,1027868
1,Same As,HB3960,1027732,1027844
1,Same As,HB2897,1019362,1027839
1,Same As,HB3860,1027319,1028515
8,Related,HB7227,1132669,1028515
1,Same As,HB4072,1028508,1028502
1,Same As,HB4084,1028889,1028505
8,Related,SB1284,1016492,1028512
8,Related,SB2155,1032226,1028512
8,Related,HB4562,1034985,1028512
1,Same As,HB3969,1027817,1028494
8,Related,HB5487,1112982,1028595
8,Related,HB521,913563,1028590
8,Related,HB3316,1022862,1028588
8,Related,HB4071,1028498,1028593
8,Related,HB2049,1004275,931647
1,Same As,HB4094,1029055,1028599
8,Related,SB2099,1030604,1028589
1,Same As,HB6050,1121698,1028594
8,Related,HB6311,1124055,1028594
2,Similar To,HR1011,1124632,1028594
8,Related,HB6937,1127316,1028594
8,Related,SB1859,1027071,1028797
8,Related,HB4831,1064966,1028797
8,Related,SB248,937988,1028813
8,Related,SB549,986144,1028813
1,Same As,HB4271,1030362,1028813
1,Same As,HB672,931603,931431
8,Related,HB3149,1021434,1028782
1,Same As,HB4370,1030888,1028803
8,Related,HB4028,1028350,1028818
1,Same As,HB111,896742,1028913
1,Same As,HB4082,1028928,1028907
8,Related,SB3216,1124362,1028934
8,Related,HB2600,1015827,1028920
8,Related,HB4842,1064983,1028936
1,Same As,HB4077,1028912,1028924
8,Related,HB648,931662,931579
8,Related,SB2800,1117007,931579
8,Related,SB3021,1121596,931579
8,Related,HB4106,1029182,1028939
1,Same As,HB4208,1029896,1028891
1,Same As,HB4086,1028921,1028900
8,Related,HB613,928569,1028931
8,Related,HB1886,1003495,1028931
8,Related,SB573,988045,1028931
8,Related,SB1084,1012926,1028931
8,Related,SB1917,1027704,1028931
8,Related,HB1607,994406,1028931
8,Related,HB6011,1121282,1028931
1,Same As,HB4111,1029213,1029200
1,Same As,HB4114,1029190,1029189
8,Related,HB4124,1029350,1029162
8,Related,HB1533,993223,1029195
1,Same As,HB1648,996370,1029195
1,Same As,HB7326,1133936,1131887
1,Same As,HB669,931378,931284
8,Related,HB1974,1004373,1029172
1,Same As,HB4129,1029364,1029179
8,Related,HB4501,1033579,1029356
1,Same As,HB4118,1029343,1029335
1,Same As,HB4122,1029355,1029345
8,Related,HB4135,1029357,1029349
8,Related,SB1938,1027875,1029349
8,Related,SB1355,1019520,1029340
8,Related,HB6074,1122165,1029340
8,Related,HB649,931454,931330
1,Same As,HB4138,1029471,1029376
8,Related,SB2675,1113431,1029337
8,Related,HB10,1008998,1029450
8,Related,HB2133,1008591,1029450
1,Same As,HB2226,1009769,1029450
8,Related,HB3280,1022705,1029450
8,Related,HB3354,1023096,1029450
1,Same As,HB1424,988078,1029483
8,Related,HB4140,1029453,1029493
8,Related,HB4837,1064996,1029493
1,Same As,HB4156,1029492,1029473
1,Same As,HB4152,1029462,1029487
1,Same As,HB4163,1029573,1029465
8,Related,HB3278,1022687,1029480
8,Related,SB1516,1021433,1029480
8,Related,HB314,899950,1029480
1,Same As,HB3328,1022959,1029477
8,Related,HB4167,1029536,1029468
8,Related,HB261,898552,1029490
8,Related,HB2263,1010004,1029490
8,Related,HB2404,1012085,1029490
8,Related,HB2531,1015007,1029490
8,Related,SB815,1003528,1029490
8,Related,SB2165,1033201,1029490
8,Related,HB4782,1058050,1029490
8,Related,HB938,950285,1029484
8,Related,HB3921,1027648,1029484
8,Related,HB350,900682,931519
1,Same As,HB3477,1023572,1029620
1,Same As,HB2941,1020291,1029619
8,Related,SB2099,1030604,1029619
1,Same As,HB2735,1016573,1029621
1,Same As,HB4217,1029909,1029734
8,Related,HB1700,997403,1029740
8,Related,HB1774,1001214,1029740
8,Related,HB2810,1018634,1029740
1,Same As,HB4068,1028315,1029744
8,Related,HB4979,1084859,1029744
1,Same As,HB4181,1029731,1029726
1,Same As,HB3605,1023692,1029751
1,Same As,HB4170,1029727,1029714
8,Related,HB6249,1123638,1029714
8,Related,HB878,947775,931628
8,Related,HB2368,1011178,931628
8,Related,HB5247,1105425,931628
2,Similar To,HR787,1107333,931628
8,Related,HR905,1119283,931628
1,Same As,HB4188,1029737,1029745
1,Same As,HB4251,1030096,1029762
8,Related,HB4782,1058050,1029762
8,Related,HB5867,1118876,1029713
8,Related,HB4198,1029735,1029764
8,Related,HB2670,1016628,1029720
1,Same As,HB4186,1029743,1029720
1,Same As,HB4192,1029767,1029763
1,Same As,HB4174,1029730,1029747
2,Similar To,HCR149,1135815,1029747
8,Related,HB5434,1111905,1029749
8,Related,HB5516,1113158,1029722
1,Same As,HB4212,1029897,1029892
8,Related,HB30,896766,931396
8,Related,HB198,896797,931396
8,Related,HB631,931610,931396
8,Related,HB5422,1110364,931396
1,Same As,HB4211,1029907,1029905
8,Related,HB1892,1003469,1029905
1,Same As,HB4206,1029910,1029890
8,Related,HB4200,1029903,1029891
8,Related,HB4210,1029887,1029906
1,Same As,HB4213,1029888,1029883
8,Related,HB2,1020827,1029883
1,Same As,HB3382,1023309,1029898
8,Related,HB4051,1028355,1029899
8,Related,HB859,945818,1029914
8,Related,HB3537,1023783,1029914
8,Related,SB265,942341,1029914
8,Related,SB1880,1027232,1029914
8,Related,HB2451,1014337,931505
8,Related,HB5550,1114126,931505
8,Related,HB4223,1030004,1030017
1,Same As,SB3696,1131385,1030017
1,Same As,HB4672,1037373,1030007
8,Related,HB4245,1030097,1029997
8,Related,HB4143,1029469,1030001
8,Related,HB4249,1030103,1030024
8,Related,HB2557,1015279,1030012
8,Related,HB1483,989600,1029995
8,Related,HB3543,1023733,1029995
8,Related,SB605,989577,1029995
8,Related,SB1417,1020643,1029995
8,Related,SB879,1004407,1029995
8,Related,SB1731,1024102,1029995
8,Related,HB6080,1122326,1030010
8,Related,SB3064,1122298,1030010
8,Related,HB6047,1121622,931501
8,Related,HB2851,1018903,931501
1,Same As,HB4221,1030020,1029993
8,Related,HB195,896636,1029993
8,Related,HB1195,965790,1029993
8,Related,HB1625,995750,1029993
8,Related,HB4224,1030016,1029989
8,Related,HB5114,1097823,1030006
8,Related,HB2921,1019670,1030005
2,Similar To,HB6039,1121595,1030008
1,Same As,HB4255,1030234,1030227
1,Same As,HB4256,1030231,1030233
8,Related,HB4227,1030022,1030223
1,Same As,HB4257,1030210,1030202
8,Related,HB782,942498,931409
8,Related,HB2238,1009770,931409
1,Same As,HB3632,1023728,931409
8,Related,SB1591,1022822,1030208
8,Related,HB2219,1009453,1030208
8,Related,HB1635,995755,1030212
8,Related,HB1193,965725,1030212
8,Related,HB4508,1033752,1030212
8,Related,HB5550,1114126,1030212
2,Similar To,HR1049,1125846,1030212
8,Related,HB1178,965805,1030204
8,Related,HB4944,1083015,1030204
8,Related,HB4760,1053116,1030204
8,Related,HB4340,1030850,1030204
2,Similar To,HR954,1123024,1030204
8,Related,HB3775,1026199,1030204
8,Related,HB3101,1021206,1030395
1,Same As,HB4272,1030381,1030377
8,Related,HB2,1020827,1030353
8,Related,HB4265,1030385,1030365
8,Related,HB1120,965849,1030379
1,Same As,HB3897,1027494,1030390
8,Related,HB5515,1113163,1030390
2,Similar To,HR1019,1124734,1030390
8,Related,HB4222,1030002,1030367
1,Same As,HB197,896677,931405
8,Related,HB503,911367,931405
8,Related,HB3285,1022697,1030366
8,Related,SB1368,1019680,1030366
1,Same As,SB2242,1037377,1030399
8,Related,HB7270,1133079,1030399
1,Same As,HB4365,1030867,1030607
8,Related,SB1945,1027851,1030577
8,Related,HB5077,1094114,1030577
8,Related,HB5087,1096901,1030577
8,Related,HB5410,1109478,1030577
8,Related,HB6297,1123852,1030577
8,Related,HB4305,1030584,1030617
1,Same As,HB4311,1030618,1030566
8,Related,HB1177,965759,1030604
8,Related,HB1434,988075,1030604
8,Related,HB2218,1009559,1030604
8,Related,HB2941,1020291,1030604
8,Related,HB3567,1023770,1030604
8,Related,SB571,988051,1030604
8,Related,SB715,997388,1030604
8,Related,SB973,1009350,1030604
8,Related,SB1975,1028589,1030604
8,Related,SB2031,1029619,1030604
8,Related,HB26,896806,898267
8,Related,HB3442,1023537,898267
8,Related,HB6147,1122891,898267
8,Related,HB671,931458,931328
8,Related,HB7291,1133647,931328
1,Same As,HB4273,1030361,1030606
8,Related,HB4107,1029185,1030576
8,Related,HB763,940279,1030620
1,Same As,HB4266,1030364,1030620
