people_id,name,party,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid
21937,Kaialii Kahele,D,Rep,HD-HI-2,40622379,167669,N00044007,Kaiali%27i_Kahele,570229
21938,Randy Feenstra,R,Rep,HD-IA-4,6079832,103301,N00044011,Randy_Feenstra,271911
21939,Ashley Hinson,R,Rep,HD-IA-1,38148887,168783,N00044521,Ashley_Hinson,572935
21940,Mariannette Miller-Meeks,R,Rep,HD-IA-2,6022032,103294,N00029495,Mariannette_Miller-Meeks,267080
21941,Mary Miller,R,Rep,HD-IL-15,48161308,187988,N00045703,Mary_Miller_(Illinois),721413
21942,Marie Newman,D,Rep,HD-IL-3,26794368,177075,N00040891,Marie_Newman,619144
21943,Frank Mrvan,D,Rep,HD-IN-1,6393363,113775,N00045905,Frank_Mrvan_(Indiana_congressional_candidate),722372
21944,Victoria Spartz,R,Rep,HD-IN-5,6986460,178203,N00046537,Victoria_Spartz,638877
21945,Jacob Laturner,R,Rep,HD-KS-2,6677579,107024,N00044232,Jacob_LaTurner,298236
21946,Tracey Mann,R,Rep,HD-KS-1,15488021,125007,N00030743,Tracey_Mann,284640
21947,Jake Auchincloss,D,Rep,HD-MA-4,48161414,173832,N00045506,Jake_Auchincloss,719720
21948,Lisa McClain,R,Rep,HD-MI-10,49944007,191633,N00045730,Lisa_McClain,721727
21949,Peter Meijer,R,Rep,HD-MI-3,48161474,191586,N00044884,Peter_Meijer,711440
21950,Michelle Fischbach,R,Rep,HD-MN-7,13012379,3882,N00045251,Michelle_Fischbach,195769
21951,Cori Bush,D,Rep,HD-MO-1,39656831,169020,N00039373,Cori_Bush,571342
21952,Matt Rosendale,R,Rep,HD-MT,13003681,120815,N00035517,Matt_Rosendale,290215
21953,David Cawthorn,R,Rep,HD-NC-1,47193959,188527,N00046252,Madison_Cawthorn,726429
21954,Kathy Manning,D,Rep,HD-NC-6,1441679,178304,N00042159,Kathy_Manning,646745
21955,Deborah Ross,D,Rep,HD-NC-2,5853356,41560,N00038565,Deborah_Ross,211983
21956,Yvette Herrell,R,Rep,HD-NM-2,13004431,121681,N00041454,Yvette_Herrell,299694
21957,Teresa Fernandez,D,Rep,HD-NM-3,1921149,189882,N00044559,Teresa_Leger_Fernandez,453352
21958,Jamaal Bowman,D,Rep,HD-NY-16,48160953,191205,N00044790,Jamaal_Bowman,709495
21959,Andrew Garbarino,R,Rep,HD-NY-2,15666124,143103,N00046030,Andrew_Garbarino,433049
21960,Mondaire Jones,D,Rep,HD-NY-17,48160943,191209,N00044908,Mondaire_Jones,711453
21961,Nicole Malliotakis,R,Rep,HD-NY-11,13009241,127929,N00044040,Nicole_Malliotakis,309650
21962,Ritchie Torres,D,Rep,HD-NY-15,48161012,161718,N00044346,Ritchie_Torres,703996
21963,Stephanie Bice,R,Rep,HD-OK-5,23442515,152294,N00044579,Stephanie_Bice,495403
21964,Cliff Bentz,R,Rep,HD-OR-2,4964521,102400,N00045773,Cliff_Bentz,262468
21965,Nancy Mace,R,Rep,HD-SC-1,23424620,146076,N00035670,Nancy_Mace,466143
21966,Diana Harshbarger,R,Rep,HD-TN-1,49626376,190524,N00046688,Diana_Harshbarger,734559
21967,Patrick Fallon,R,Rep,HD-TX-4,12553367,115056,N00047264,Pat_Fallon,414616
21968,Ernest Gonzales,R,Rep,HD-TX-23,48161835,188225,N00044592,Tony_Gonzales,706319
21969,Ronny Jackson,R,Rep,HD-TX-13,48644982,188325,N00046055,Ronny_Jackson,342600
21970,Troy Nehls,R,Rep,HD-TX-22,48645001,188334,N00046067,Troy_Nehls,719080
21971,August Pfluger,R,Rep,HD-TX-11,48161883,188165,N00045421,August_Pfluger,717802
21972,Elizabeth Van Duyne,R,Rep,HD-TX-24,48161909,79150,N00045167,Beth_Van_Duyne,661605
21973,Blake Moore,R,Rep,HD-UT-1,49449645,191164,N00046598,Blake_Moore,732706
21974,Burgess Owens,R,Rep,HD-UT-4,24352095,191166,N00045812,Burgess_Owens,722306
21975,Robert Good,R,Rep,HD-VA-5,48161945,190745,N00045557,Bob_Good,718990
21976,Marilyn Strickland,D,Rep,HD-WA-10,49946469,80596,N00046320,Marilyn_Strickland,727678
21977,Scott Fitzgerald,R,Rep,HD-WI-5,13013877,3446,N00045434,Scott_Fitzgerald,199880
22003,Tommy Tuberville,R,Sen,SD-AL,48161175,188306,N00044434,Tommy_Tuberville,703296
22004,John Hickenlooper,D,Sen,SD-CO,6001155,71547,N00044206,John_Hickenlooper,288619
22005,Bill Hagerty,R,Sen,SD-TN,2170351,128466,N00045369,Bill_Hagerty,333606
22485,Jon Ossoff,D,Sen,SD-GA,43492014,176134,N00040675,Jon_Ossoff,251917
22486,Alex Padilla,D,Sen,SD-CA,6468901,59742,N00047888,Alex_Padilla,248511
22487,Raphael Warnock,D,Sen,SD-GA,18063880,189794,N00046489,Raphael_Warnock,730636
22915,Julia Letlow,R,Rep,HD-LA-5,52851959,195745,N00047972,Julia_Letlow,768497
22929,Troy Carter,D,Rep,HD-LA-2,5051668,35462,N00025766,Troy_Carter,266759
22939,Melanie Stansbury,D,Rep,HD-NM-1,44581391,180789,N00047871,Melanie_Ann_Stansbury,461875
22947,Jake Ellzey,R,Rep,HD-TX-6,22214513,68070,N00042243,Jake_Ellzey,533891
22966,Shontel Brown,D,Rep,HD-OH-11,2964354,161622,N00047875,Shontel_Brown,772727
22967,Mike Carey,D,Rep,HD-OH-15,12101236,196349,N00048568,Mike_Carey_(Ohio),776441
23048,Sheila Cherfilus-McCormick,D,Rep,HD-FL-20,0,182285,N00043504,Sheila_Cherfilus-McCormick,665191
23154,Connie Conway,R,Rep,HD-CA-22,6673749,81797,N00050064,Connie_Conway,267742
23156,Mayra Flores,R,Rep,HD-TX-34,0,200995,N00048049,Mayra_Flores,771355
23161,Mike Flood,R,Rep,HD-NE-1,6560805,41983,,Mike_Flood,227029
23162,Brad Finstad,R,Rep,HD-MN-1,6597648,38612,,Brad_Finstad,212943
23172,Mary Peltola,R,Rep,HD-AK,12997276,207620,,Mary_Peltola,803941
23173,Pat Ryan,D,Rep,HD-NY-19,44044931,180314,,Pat_Ryan_(New_York),627919
23174,Joe Sempolinski,R,Rep,HD-NY-23,0,208849,,Joe_Sempolinski,314178
23182,Rudolph Yakym III,R,Rep,HD-IN-2,0,210545,,Rudy_Yakym,0
23997,Mark Alford,R,Rep,HD-MO-4,0,205858,,Mark_Alford,0
23998,Aaron Bean,R,Rep,HD-FL-4,0,53932,,Aaron_Bean,0
23999,Nikki Budzinski,D,Rep,HD-IL-13,0,204328,,Nikki_Budzinski,0
24000,Eric Burlison,R,Rep,HD-MO-7,0,104635,,Eric_Burlison,0
24001,Josh Brecheen,R,Rep,HD-OK-2,0,124973,,Josh_Brecheen,0
24002,Becca Balint,D,Rep,HD-VT,0,154056,,Becca_Balint,0
24003,Mike Collins,R,Rep,HD-GA-10,0,151225,,Mike_Collins_(Georgia),0
24004,Jasmine Crockett,D,Rep,HD-TX-30,0,188486,,Jasmine_Crockett,0
24005,Greg Casar,D,Rep,HD-TX-35,0,161953,,Greg_Casar,0
24006,Elijah Crane,R,Rep,HD-AZ-2,0,205885,,Eli_Crane,0
24007,Juan Ciscomani,R,Rep,HD-AZ-6,0,106728,,Juan_Ciscomani,0
24008,Yadira Caraveo,D,Rep,HD-CO-8,0,181770,,Yadira_Caraveo,0
24009,Lori Chavez-DeRemer,R,Rep,HD-OR-5,0,202792,,Lori_Chavez-DeRemer,0
24010,Donald Davis,D,Rep,HD-NC-1,0,102950,,Donald_Davis,0
24011,Christopher Deluzio,D,Rep,HD-PA-17,0,202954,,Christopher_Deluzio,0
24012,Monica De La Cruz,R,Rep,HD-TX-15,0,188292,,Monica_De_La_Cruz,0
24013,Anthony D'Esposito,R,Rep,HD-NY-4,0,174091,,Anthony_D'Esposito,0
24014,John Duarte,R,Rep,HD-CA-13,0,204965,,John_Duarte,0
24015,Mike Ezell,R,Rep,HD-MS-4,0,202526,,Mike_Ezell,0
24016,Chuck Edwards,R,Rep,HD-NC-11,0,166600,,Chuck_Edwards,0
24017,Maxwell Frost,D,Rep,HD-FL-10,0,209096,,Maxwell_Alejandro_Frost,0
24018,Valerie Foushee,D,Rep,HD-NC-4,0,93091,,Valerie_Foushee,0
24019,Russell Fry,R,Rep,HD-SC-7,0,157265,,Russell_Fry,0
24020,Robert Garcia,D,Rep,HD-CA-42,0,29749,,Robert_Garcia_(California),0
24021,Daniel Goldman,D,Rep,HD-NY-10,0,208627,,Daniel_Goldman,0
24022,Marie Gluesenkamp Perez,D,Rep,HD-WA-3,0,207307,,Marie_Gluesenkamp_Perez,0
24023,Erin Houchin,R,Rep,HD-IN-9,0,149614,,Erin_Houchin,0
24024,Val Hoyle,D,Rep,HD-OR-4,0,116336,,Val_Hoyle,0
24025,Wesley Hunt,R,Rep,HD-TX-38,0,188147,,Wesley_Hunt_(Texas_Congress),0
24026,Harriet Hageman,R,Rep,HD-WY,0,182961,,Harriet_Hageman,0
24027,Glenn Ivey,D,Rep,HD-MD-4,0,166279,,Glenn_Ivey,0
24028,John James,R,Rep,HD-MI-10,0,181062,,John_James_(Michigan),0
24029,Jeff Jackson,D,Rep,HD-NC-14,0,153729,,Jeff_Jackson,0
24030,Jonathan Jackson,D,Rep,HD-IL-1,0,204284,,Jonathan_Jackson_(Illinois),0
24031,Thomas Kean,R,Rep,HD-NJ-7,0,43250,,Thomas_Kean_Jr.,0
24032,Jennifer Kiggans,R,Rep,HD-VA-2,0,186387,,Jennifer_Kiggans,0
24033,Sydney Kamlager-Dove,D,Rep,HD-CA-37,0,178079,,Sydney_Kamlager-Dove,0
24034,Kevin Kiley,R,Rep,HD-CA-3,0,169303,,Kevin_Kiley,0
24035,Anna Luna,R,Rep,HD-FL-13,0,191344,,Anna_Paulina_Luna,0
24036,Laurel Lee,R,Rep,HD-FL-15,0,186114,,Laurel_Lee,0
24037,Nick LaLota,R,Rep,HD-NY-1,0,191957,,Nicholas_J._LaLota,0
24038,Michael Lawler,R,Rep,HD-NY-17,0,192271,,Michael_Lawler_(New_York),0
24039,Nicholas Langworthy,R,Rep,HD-NY-23,0,208663,,Nicholas_A._Langworthy,0
24040,Greg Landsman,D,Rep,HD-OH-1,0,186237,,Greg_Landsman,0
24041,Summer Lee,D,Rep,HD-PA-12,0,179240,,Summer_Lee,0
24042,Morgan Luttrell,R,Rep,HD-TX-8,0,200930,,Morgan_Luttrell,0
24043,Cory Mills,R,Rep,HD-FL-7,0,209085,,Cory_Mills,0
24044,Jared Moskowitz,D,Rep,HD-FL-23,0,138155,,Jared_Moskowitz,0
24045,Richard McCormick,R,Rep,HD-GA-6,0,189765,,Rich_McCormick,0
24046,Morgan McGarvey,D,Rep,HD-KY-3,0,139826,,Morgan_McGarvey,0
24047,Marcus Molinaro,R,Rep,HD-NY-19,0,69202,,Marcus_Molinaro,0
24048,Max Miller,R,Rep,HD-OH-7,0,206947,,Max_Miller,0
24049,Seth Magaziner,D,Rep,HD-RI-2,0,154457,,Seth_Magaziner,0
24050,Nathaniel Moran,R,Rep,HD-TX-1,0,79156,,Nathaniel_Moran,0
24051,Kevin Mullin,D,Rep,HD-CA-15,0,105586,,Kevin_Mullin_(California),0
24052,Robert Menendez,D,Rep,HD-NJ-8,0,205678,,Rob_Menendez_(New_Jersey),0
24053,Zachary Nunn,R,Rep,HD-IA-3,0,151170,,Zach_Nunn,0
24054,Wiley Nickel,D,Rep,HD-NC-13,0,178326,,Wiley_Nickel,0
24055,Andrew Ogles,R,Rep,HD-TN-5,0,48673,,Andrew_Ogles,0
24056,Brittany Pettersen,D,Rep,HD-CO-7,0,138744,,Brittany_Pettersen,0
24057,Delia Ramirez,D,Rep,HD-IL-3,0,177128,,Delia_Ramirez,0
24058,Dale Strong,R,Rep,HD-AL-5,0,81485,,Dale_Strong,0
24059,Hillary Scholten,D,Rep,HD-MI-3,0,191584,,Hillary_Scholten,0
24060,George Santos,R,Rep,HD-NY-3,0,191234,,George_Devolder-Santos,719723
24061,Emilia Sykes,D,Rep,HD-OH-13,0,152164,,Emilia_Sykes,0
24062,Keith Self,R,Rep,HD-TX-3,0,97491,,Keith_Self,0
24063,Eric Sorensen,D,Rep,HD-IL-17,0,204339,,Eric_Sorensen,0
24064,Andrea Salinas,D,Rep,HD-OR-6,0,178196,,Andrea_Salinas,0
24065,Jill Tokuda,D,Rep,HD-HI-2,0,68493,,Jill_Tokuda,0
24066,Shri Thanedar,D,Rep,HD-MI-13,0,182346,,Shri_Thanedar,0
24067,Derrick Van Orden,R,Rep,HD-WI-3,0,192343,,Derrick_Van_Orden,0
24068,Gabe Vasquez,D,Rep,HD-NM-2,0,192343,,Gabriel_Vasquez,0
24069,Brandon Williams,R,Rep,HD-NY-22,0,206001,,Brandon_Williams_(New_York),0
24071,James Moylan,R,Rep,HD-GU,0,209781,,James_Moylan,0
24548,Katie Boyd Britt,R,Sen,SD-AL,0,201704,,Katie_Britt,596651
24549,John Fetterman,D,Sen,SD-PA,15982010,166286,,John_Fetterman,552695
24828,J.D. Vance,R,Sen,SD-OH,0,201794,,J.D._Vance,781111
24863,Pete Ricketts,R,Sen,SD-NE,5723939,57777,,Pete_Ricketts,0
24864,Eric Schmitt,R,Sen,SD-MO,6676482,150182,,Eric_Schmitt,229398
24913,Jennifer McClellan,D,Rep,HD-VA-4,5703418,58655,,Jennifer_McClellan,241253
24958,Laphonza Butler,D,Sen,SD-CA,0,212818,,Laphonza_Butler,0
24963,Gabe Amo,D,Rep,HD-RI-1,0,212295,,Gabe_Amo,0
24984,Celeste Maloy,R,Rep,HD-UT-2,0,212289,,Celeste_Maloy,0
25201,Timothy Kennedy,D,Rep,HD-NY-26,4689854,91670,,Tim_Kennedy_(New_York),0
25204,Vince Fong,R,Rep,HD-CA-20,39707425,169357,,Vince_Fong,224498
25207,Michael Rulli,R,Rep,HD-OH-6,44423028,179016,,Michael_Rulli,0
25210,Greg Lopez,R,Rep,HD-CO-4,6742495,16895,,Greg_Lopez,0
25215,George Helmy,D,Sen,SD-NJ,0,219660,,George_Helmy,0
25216,LaMonica McIver,D,Rep,HD-NJ-10,0,186801,,LaMonica_McIver,0
25233,Erica Lee Carter,D,Rep,HD-TX-18,0,0,,Erica_Lee_Carter,0
25234,Tony Wied,R,Rep,HD-WI-8,0,218131,,Tony_Wied,0
11076,Marlin Stutzman,R,Rep,HD-IN-3,7399460,34230,N00030891,Marlin_Stutzman,212345
25861,Adam Gray,D,Rep,HD-CA-13,0,138552,,Adam_Gray,0
25862,April McClain-Delaney,D,Rep,HD-MD-6,0,214608,,April_McClain-Delaney,0
25863,Cleo Fields,D,Rep,HD-LA-6,0,26878,,Cleo_Fields,0
25864,Dave Min,D,Rep,HD-CA-47,0,179392,,Dave_Min,0
25865,Derek Tran,D,Rep,HD-CA-45,0,213645,,Derek_Tran,0
25866,Emily Randall,D,Rep,HD-WA-6,0,183038,,Emily_Randall,0
25867,Eugene Vindman,D,Rep,HD-VA-7,0,216844,,Eugene_Vindman,0
25868,George Latimer,D,Rep,HD-NY-16,0,44173,,George_Latimer_(New_York),0
25869,George Whitesides,D,Rep,HD-CA-27,0,213585,,George_Whitesides,0
25870,Herbert Conaway Jr.,D,Rep,HD-NJ-3,0,24716,,Herbert_Conaway_Jr.,0
25871,Janelle Bynum,D,Rep,HD-OR-5,0,168102,,Janelle_Bynum,0
25872,John Mannion,D,Rep,HD-NY-22,0,185053,,John_Mannion,0
25873,Johnny Olszewski,D,Rep,HD-MD-2,0,67095,,John_Olszewski_Jr.,0
25874,Josh Riley,D,Rep,HD-NY-19,0,205997,,Josh_Riley,0
25875,Julie Johnson,D,Rep,HD-TX-32,0,177532,,Julie_Johnson,0
25876,Kelly Morrison,D,Rep,HD-MN-3,0,183781,,Kelly_Morrison,0
25877,Kristen McDonald Rivet,D,Rep,HD-MI-8,0,199213,,Kristen_McDonald_Rivet,0
25878,Lateefah Simon,D,Rep,HD-CA-12,0,213551,,Lateefah_Simon,0
25879,Laura Friedman,D,Rep,HD-CA-30,0,111792,,Laura_Friedman,0
25880,Laura Gillen,D,Rep,HD-NY-4,0,208621,,Laura_Gillen,0
25881,Luz Rivas,D,Rep,HD-CA-29,0,178070,,Luz_Maria_Rivas,0
25882,Maggie Goodlander,D,Rep,HD-NH-2,0,218522,,Maggie_Goodlander,0
25883,Maxine Dexter,D,Rep,HD-OR-3,0,190844,,Maxine_Dexter,0
25884,Nellie Pou,D,Rep,HD-NJ-9,0,15181,,Nellie_Pou,0
25885,Pablo Jose Hernandez,D,Rep,HD-PR,0,0,,Pablo_Jose_Hernandez_Rivera,0
25886,Sam Liccardo,D,Rep,HD-CA-16,0,70450,,Sam_Liccardo,0
25887,Sarah Elfreth,D,Rep,HD-MD-3,0,178463,,Sarah_Elfreth,0
25888,Sarah McBride,D,Rep,HD-DE,0,195142,,Sarah_McBride,0
25889,Shomari Figures,D,Rep,HD-AL-2,0,212889,,Shomari_Figures,0
25890,Suhas Subramanyam,D,Rep,HD-VA-10,0,186400,,Suhas_Subramanyam,0
25891,Sylvester Turner,D,Rep,HD-TX-18,0,8018,,Sylvester_Turner,0
25892,Wesley Bell,D,Rep,HD-MO-1,0,217416,,Wesley_Bell,0
25893,Yassamin Ansari,D,Rep,HD-AZ-3,0,201437,,Yassamin_Ansari,0
25894,Abraham Hamadeh,R,Rep,HD-AZ-8,0,205532,,Abraham_Hamadeh,0
25895,Addison McDowell,R,Rep,HD-NC-6,0,213685,,Addison_McDowell,0
25896,Brad Knott,R,Rep,HD-NC-13,0,213703,,Brad_Knott,0
25897,Brandon Gill,R,Rep,HD-TX-26,0,213266,,Brandon_Gill,0
25898,Brian Jack,R,Rep,HD-GA-3,0,215141,,Brian_Jack,0
25899,Craig Goldman,R,Rep,HD-TX-12,0,138373,,Craig_Goldman,0
25900,David Taylor,R,Rep,HD-OH-2,0,213920,,David_Taylor_(Ohio),0
25901,Derek Schmidt,R,Rep,HD-KS-2,0,34451,,Derek_Schmidt,0
25902,Gabe Evans,R,Rep,HD-CO-8,0,206217,,Gabe_Evans,0
25903,Jeff Crank,R,Rep,HD-CO-5,0,66946,,Jeff_Crank,0
25904,Jeff Hurd,R,Rep,HD-CO-3,0,217034,,Jeff_Hurd,0
25905,Jefferson Shreve,R,Rep,HD-IN-6,0,148154,,Jefferson_Shreve,0
25906,John McGuire,R,Rep,HD-VA-5,0,176388,,John_McGuire,0
25907,Julie Fedorchak,R,Rep,HD-ND,0,144276,,Julie_Fedorchak,0
25908,Kimberlyn King-Hinds,R,Rep,HD-MP,0,117329,,Kimberlyn_King-Hinds,0
25909,Mark Harris,R,Rep,HD-NC-8,0,146230,,Mark_Harris_(North_Carolina),0
25910,Mark Messmer,R,Rep,HD-IN-8,0,102958,,Mark_Messmer,0
25911,Michael Baumgartner,R,Rep,HD-WA-5,0,126301,,Michael_Baumgartner_(Washington),0
25912,Mike Haridopolos,R,Rep,HD-FL-8,0,53952,,Mike_Haridopolos,0
25913,Mike Kennedy,R,Rep,HD-UT-3,0,137469,,Mike_Kennedy_(Utah),0
25914,Nicholas Begich,R,Rep,HD-AK,0,207684,,Nicholas_Begich,0
25915,Pat Harrigan,R,Rep,HD-NC-10,0,202557,,Pat_Harrigan,0
25916,Riley Moore,R,Rep,HD-WV-2,0,167483,,Riley_Moore,0
25917,Robert Bresnahan,R,Rep,HD-PA-8,0,214735,,Rob_Bresnahan_Jr.,0
25918,Robert Onder,R,Rep,HD-MO-3,0,200275,,"Robert_Onder,_Jr.",0
25919,Ryan Mackenzie,R,Rep,HD-PA-7,0,136465,,Ryan_Mackenzie,0
25920,Sheri Biggs,R,Rep,HD-SC-3,0,216183,,Sheri_Biggs,0
25921,Tim Moore,R,Rep,HD-NC-14,0,41316,,Timothy_K._Moore,0
25922,Tom Barrett,R,Rep,HD-MI-7,0,153540,,Tom_Barrett_(Michigan),0
25923,Troy Downing,R,Rep,HD-MT-2,0,178611,,Troy_Downing,0
25924,Angela Alsobrooks,D,Sen,SD-MD,0,212637,,Angela_Alsobrooks,0
25925,Bernie Moreno,R,Sen,SD-OH,0,201791,,Bernie_Moreno,0
25926,David McCormick,R,Sen,SD-PA,0,202978,,David_McCormick_(Pennsylvania),0
25927,Tim Sheehy,R,Sen,SD-MT,0,215303,,Tim_Sheehy,0
26356,James Justice,R,Sen,SD-WV,3798210,166287,,Jim_Justice,0
26387,Jon Husted,R,Sen,SD-OH,2753619,45796,,Jon_Husted,0
26388,Ashley Moody,R,Sen,SD-FL,1835686,183198,,Ashley_B._Moody,0
